ID_CITY,ID_DATAENTRY,ID_1_OBJ2,OBJECTID,CITY_INST_YR,CITY_UPGR_YR,CITY_INFRA_HIGHORDER,CITY_INFRA_LOWORDER,CITY_LAST_REVIEWED,CITY_CONVERT_YR,ATR_SEGMENT_LENGTH,STREET_NAME,FROM_STREET,TO_STREET,SEAN_CODE,DPR_EXCL_FLAG,CHECK_FLAG,Notes,Confirmed Before upgrade,INSTALLED_ORIG,INST_DATE_ORIG,Installation_Notes_ORIG,Upgrade code_ORIG,UPGRADED_ORIG,UPGRADED_DATE_ORIG,"MATCH_Installation (1 match, 2 no match)",INST_YR,INST_DATE,INST_TYPE,INST_MAJ_HTYPE,INST_MIN_HTYPE,INST_COMMENTS,UPGR1_YR,UPGR1_DATE,UPGR1_TYPE,UPGR1_MAJ_HTYPE,UPGR1_MIN_HTYPE,UPGR1_COMMENTS,UPGR2_YR,UPGR2_DATE,UPGR2_TYPE,UPGR2_MAJ_HTYPE,UPGR2_TYPE_MIN,UPGR2_COMMENTS,GEOJSON_INDIV,GEOJSON_GROUP,MAPS_URL_2POINT,MAPS_URL_3POINT,START_XY,CENTER_XY,END_XY,YEAR_DIFF,Infra_Post2019
884,50,885,,2014,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,206.615922,Brock Ave,Florence St,Seaforth Ave,,,,Window from SAT imagery: Oct 2013 - Aug 2014,,,,,,,,,2014,Jan - Aug 2014,PL,PL,PL,"Based on City provided Inst year, overiding of verified 2013 early window bracket into 2014; Aug 2014 SV: https://www.google.com/maps/@43.6454879,-79.433871,3a,75y,158.41h,72.14t/data=!3m7!1e1!3m5!1s6hkKJ9F0Cv-cHLWDucXdvQ!2e0!5s20140801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.43321733,43.6437038],[-79.43391893,43.64549186]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.43321733,43.6437038],[-79.43391893,43.64549186]]}},","https://www.google.com/maps/dir/43.6437038,-79.43321733/43.64549186,-79.43391893","https://www.google.com/maps/dir/43.6437038,-79.43321733/43.64459949,-79.43356321/43.64549186,-79.43391893",START/-79.43322/43.6437,CENTER/-79.43356321/43.64459949,END/-79.43392/43.64549,0,0
526,51,527,,2003,0,Bike Lane,,2023-01-16T19:53:01,,295.3047796,Brown's Line,C N R,Lake Shore Blvd W,,,,,,,,,,,,,2009,pre-2007,PL,PL,PL,"Aug 2011 SV: https://www.google.com/maps/@43.5933739,-79.539053,3a,75y,285.74h,69.88t/data=!3m7!1e1!3m5!1ssjP5z3_h_9XN0FbU8SzrQA!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.54163234,43.5938541],[-79.53861601,43.593291]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.54163234,43.5938541],[-79.53861601,43.593291]]}},","https://www.google.com/maps/dir/43.5938541,-79.54163234/43.593291,-79.53861601","https://www.google.com/maps/dir/43.5938541,-79.54163234/43.59323994,-79.54006962/43.593291,-79.53861601",START/-79.54163/43.59385,CENTER/-79.54006962/43.59323994,END/-79.53862/43.59329,,0
530,52,531,,2003,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,38.71393932,Brown's Line,38.7 M N C N R,C N R,,,,,,,,,,,,,2009,pre-2007,PL,PL,PL,,,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.54163234,43.5938541],[-79.54178416,43.59418462]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.54163234,43.5938541],[-79.54178416,43.59418462]]}},","https://www.google.com/maps/dir/43.5938541,-79.54163234/43.59418462,-79.54178416","https://www.google.com/maps/dir/43.5938541,-79.54163234/43.59401936,-79.54170825/43.59418462,-79.54178416",START/-79.54163/43.59385,CENTER/-79.54170825/43.59401936,END/-79.54178/43.59418,,0
527,53,528,,2003,0,Bike Lane,,2023-01-16T19:53:01,,236.1129195,Brown's Line,C N R,Lake Shore Blvd W,,,,,,,,,,,,,2009,pre-2007,PL,PL,PL,"Sep 2007 SV: https://www.google.com/maps/@43.592377,-79.5430101,3a,75y,42.08h,82.13t/data=!3m7!1e1!3m5!1s0jVhZDUxsV7cOnILrHJBtQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.54283476,43.59229504],[-79.54163234,43.5938541]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.54283476,43.59229504],[-79.54163234,43.5938541]]}},","https://www.google.com/maps/dir/43.59229504,-79.54283476/43.5938541,-79.54163234","https://www.google.com/maps/dir/43.59229504,-79.54283476/43.59276352,-79.54211996/43.5938541,-79.54163234",START/-79.54283/43.5923,CENTER/-79.54211996/43.59276352,END/-79.54163/43.59385,,0
1251,54,1252,3930,2021,0,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,345.0784785,Brunswick Ave,A point 40m North of College St,Ulster St,Y,,,,,2021,01-Jun-21,http://www.twowheeledpolitics.ca/p/bike-lane-tracker.html,,0,,1,2021,01-Jun-21,PL,PL,PL,"No infra prior to install, see under construction in Jun 2021.https://www.google.com/maps/@43.6605111,-79.4053348,3a,76.5y,147.32h,64.69t/data=!3m7!1e1!3m5!1sAVJcf-VqdcWnf5BoTKnIhw!2e0!5s20210601T000000!7i16384!8i8192?entry=ttu. See contraflow lane in google earth (102 Brunswick Ave)",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.40419425,43.65756123],[-79.40534079,43.66055246]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.40419425,43.65756123],[-79.40534079,43.66055246]]}},","https://www.google.com/maps/dir/43.65756123,-79.40419425/43.66055246,-79.40534079","https://www.google.com/maps/dir/43.65756123,-79.40419425/43.6590741,-79.40472602/43.66055246,-79.40534079",START/-79.40419/43.65756,CENTER/-79.40472602/43.6590741,END/-79.40534/43.66055,0,2
1176,55,1177,3854,2020,0,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,865.2293486,Brunswick Ave,Lowther St,Ulster St,Y,,,,,2020,01-Jul-20,http://www.twowheeledpolitics.ca/p/bike-lane-tracker.html,,0,,1,2020,01-Jul-20,PL,PL,PL,"No infra prior,s ee PL post install (https://www.google.com/maps/@43.6633778,-79.4064389,3a,75y,164.25h,78.35t/data=!3m8!1e1!3m6!1soekRaEykp9bCctzQjgeSzQ!2e0!5s20210601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DoekRaEykp9bCctzQjgeSzQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D50.84931%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu)",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.40534079,43.66055246],[-79.40830326,43.66803656]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.40534079,43.66055246],[-79.40830326,43.66803656]]}},","https://www.google.com/maps/dir/43.66055246,-79.40534079/43.66803656,-79.40830326","https://www.google.com/maps/dir/43.66055246,-79.40534079/43.6642966,-79.40681695/43.66803656,-79.40830326",START/-79.40534/43.66055,CENTER/-79.40681695/43.6642966,END/-79.4083/43.66804,0,2
1309,56,1310,3988,2021,0,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,32.33057937,Cambridge Ave,Danforth Ave,[30 m N] Danforth Ave,Y,,,,,2021,05-Oct-21,https://twitter.com/TO_Cycling/status/1445447162146426892?s=20,,0,,1,2021,05-Oct-21,PL,PL,PL,"PL seen through google earth (4 Cambridge Ave), no infra prior.",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.36035513,43.67602496],[-79.36027561,43.67631016]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.36035513,43.67602496],[-79.36027561,43.67631016]]}},","https://www.google.com/maps/dir/43.67602496,-79.36035513/43.67631016,-79.36027561","https://www.google.com/maps/dir/43.67602496,-79.36035513/43.67616756,-79.36031537/43.67631016,-79.36027561",START/-79.36036/43.67602,CENTER/-79.36031537/43.67616756,END/-79.36028/43.67631,0,2
1038,57,1039,3714,2018,0,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,660.1470458,Chatham Ave,Jones Ave,Greenwood Ave,Y,,,,,2018,01-Sep-18,http://www.twowheeledpolitics.ca/p/bike-lane-tracker.html,,0,,1,2018,01-May-19,PL,PL,PL,"PL install, no infra prior: https://www.google.com/maps/@43.6797194,-79.3367111,3a,75y,106.6h,79.2t/data=!3m7!1e1!3m5!1sbOAzklhxHUxE0ESKW4S00w!2e0!5s20190601T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.33198009,43.68048858],[-79.33986249,43.67917656]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.33198009,43.68048858],[-79.33986249,43.67917656]]}},","https://www.google.com/maps/dir/43.68048858,-79.33198009/43.67917656,-79.33986249","https://www.google.com/maps/dir/43.68048858,-79.33198009/43.6797182,-79.33594846/43.67917656,-79.33986249",START/-79.33198/43.68049,CENTER/-79.33594846/43.6797182,END/-79.33986/43.67918,0,0
885,58,886,,2014,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,,231.8511711,Cherry St,Mill St,Lower Son River Trl,,,,"Installations of PL since Jul 2014, but Cherry Street remained closed until Nov as indicated in article: https://www.thestar.com/news/gta/cherry-street-reopens-after-over-three-years-of-construction/article_e07d40f5-5642-586b-834a-56103746a6f9.html?",,,,,,,,,2014,2014-09-01,PL,PL,PL,"Sep 2014 SV: https://www.google.com/maps/@43.6501294,-79.3567795,3a,75y,345.63h,78.8t/data=!3m7!1e1!3m5!1soZRmtgrsHHADkupv3iWj_w!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.35634372,43.64939877],[-79.35739204,43.65132984]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.35634372,43.64939877],[-79.35739204,43.65132984]]}},","https://www.google.com/maps/dir/43.64939877,-79.35634372/43.65132984,-79.35739204","https://www.google.com/maps/dir/43.64939877,-79.35634372/43.65033006,-79.35694385/43.65132984,-79.35739204",START/-79.35634/43.6494,CENTER/-79.35694385/43.65033006,END/-79.35739/43.65133,0,0
1110,59,1111,,2005,0,Bike Lane,Bike Lane,2023-01-16T19:53:01,2014,427.1827538,Cherry St,Richmond St E,Mill St,,,,"Installations of PL since Jul 2014, but Cherry Street remained closed until Nov as indicated in article: https://www.thestar.com/news/gta/cherry-street-reopens-after-over-three-years-of-construction/article_e07d40f5-5642-586b-834a-56103746a6f9.html?",,,,,,,,,2014,2014-09-01,PL,PL,PL,"Aug 2014 SV: https://www.google.com/maps/@43.6527002,-79.3581557,3a,16.3y,154.89h,86.87t/data=!3m7!1e1!3m5!1sdVtt0QujI60shFyG7oUZaA!2e0!5s20140801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.35739204,43.65132984],[-79.3584043,43.6550065]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.35739204,43.65132984],[-79.3584043,43.6550065]]}},","https://www.google.com/maps/dir/43.65132984,-79.35739204/43.6550065,-79.3584043","https://www.google.com/maps/dir/43.65132984,-79.35739204/43.65310026,-79.35818322/43.6550065,-79.3584043",START/-79.35739/43.65133,CENTER/-79.35818322/43.65310026,END/-79.3584/43.65501,9,0
1156,60,1157,3834,2007,2021,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,97.625827,Chester Hill Rd,Cambridge Ave,Broadview Ave,N-LB,,,"Apr 2009 SV: https://www.google.com/maps/@43.6812925,-79.358429,3a,42.1y,272.71h,78.54t/data=!3m7!1e1!3m5!1scSQym8p2cvpJagStBgslgQ!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu",,2007,,,,2021,,2,2009,Pre-2009,PL,PL,PL,"(k) existed pre-2009. https://www.google.com/maps/@43.6812925,-79.358429,3a,75y,262.08h,74.82t/data=!3m7!1e1!3m5!1scSQym8p2cvpJagStBgslgQ!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu no further upgrades. No changes up to 2023.",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.35890009,43.68127498],[-79.3576894,43.68128061]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.35890009,43.68127498],[-79.3576894,43.68128061]]}},","https://www.google.com/maps/dir/43.68127498,-79.35890009/43.68128061,-79.3576894","https://www.google.com/maps/dir/43.68127498,-79.35890009/43.68127779,-79.35829474/43.68128061,-79.3576894",START/-79.3589/43.68127,CENTER/-79.35829474/43.68127779,END/-79.35769/43.68128,,0
1190,61,1191,3868,2007,2021,Bike Lane,Bike Lane,2023-01-16T19:53:01,,1173.253227,Christie St,St Clair Ave W,Dupont St,N-LB,,,"Jul 2009 SV: https://www.google.com/maps/@43.6721767,-79.4217209,3a,75y,174.19h,72.8t/data=!3m7!1e1!3m5!1sVjO2uykdWOI7qcsQ25FkEg!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",,2007,,,,2021,,2,2009,Pre-2009,PL,PL,PL,"(k) existed as of July 2009. https://www.google.com/maps/@43.6760374,-79.4233406,3a,75y,335.07h,92.56t/data=!3m7!1e1!3m5!1s2JOLObVEZyu-9JN0dH09_Q!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu. no further infrastructure upgrades.",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.42154415,43.67162216],[-79.42571962,43.68170951]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.42154415,43.67162216],[-79.42571962,43.68170951]]}},","https://www.google.com/maps/dir/43.67162216,-79.42154415/43.68170951,-79.42571962","https://www.google.com/maps/dir/43.67162216,-79.42154415/43.67668733,-79.42352169/43.68170951,-79.42571962",START/-79.42154/43.67162,CENTER/-79.42352169/43.67668733,END/-79.42572/43.68171,,0
236,62,237,2905,2001,2021,Bike Lane,Bike Lane,2023-01-16T19:53:01,,206.5002701,Colborne Lodge Dr,The Queensway,Lake Shore Blvd W,N-DB,,,,Confirmed bike lane to bike lane  2021,2001,,,,2021,Can't find- google maps,1,2009,Pre-2009,PL,PL,PL,"(k) existed pre-2009 as a PL: https://www.google.com/maps/@43.638354,-79.4591583,3a,42.5y,116.01h,79.89t/data=!3m7!1e1!3m5!1sOJOij60I6c4va19M6wPkMw!2e0!5s20090601T000000!7i13312!8i6656?entry=ttu",2021,Jun-July 2021,BUF,PL,BUF,"Seen as PL up to June 2021, on google earth see upgraded to BUF in July 2021.",,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.45890248,43.63771044],[-79.45938783,43.63953516]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.45890248,43.63771044],[-79.45938783,43.63953516]]}},","https://www.google.com/maps/dir/43.63771044,-79.45890248/43.63953516,-79.45938783","https://www.google.com/maps/dir/43.63771044,-79.45890248/43.63862403,-79.45913993/43.63953516,-79.45938783",START/-79.4589/43.63771,CENTER/-79.45913993/43.63862403,END/-79.45939/43.63954,,1
1160,63,1161,3838,2001,2017,Bike Lane - Contraflow,Sharrows - Wayfinding,2023-01-16T19:53:01,,179.9174841,Colborne Lodge Dr,High Park Trl Branch,The Queensway,N-DB,,,,Confirmed sharrows to bike lane,2001,,,Upgraded -None (SH) to BL,2017,Between Jan and May 2017,1,2016,Jul - Sep 2016,PL + Sharrows,PL,PL,"SV Jul 2017: https://www.google.com/maps/@43.6398045,-79.4598525,3a,75y,64.23h,83.38t/data=!3m7!1e1!3m5!1sk-GG1OeKrd9e4vSuacSy7g!2e0!5s20170701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,,,,,,,"https://www.google.com/maps/dir/43.63953516,-79.45938783/43.64001373,-79.46015084/43.64069102,-79.46076",START/-79.45939/43.63954,CENTER/-79.46015084/43.64001373,END/-79.46076/43.64069,15,0
489,64,490,3158,2001,2015,Bike Lane,,2023-01-16T19:53:01,,882.3844291,Colborne Lodge Dr,West Rd,Centre Rd,N-DB,,,,,2001,,,,2015,,1,2009,Pre-2009,PL,PL,PL,"pl pre 2009: https://www.google.com/maps/@43.6506887,-79.4648041,3a,75y,14.13h,79.43t/data=!3m7!1e1!3m5!1sa_GQKtBPVWohyidMUqDvZA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2015,,PL,PL,PL,Same type after upgrade,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.46474768,43.64559491],[-79.46517055,43.65341242]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.46474768,43.64559491],[-79.46517055,43.65341242]]}},","https://www.google.com/maps/dir/43.64559491,-79.46474768/43.65341242,-79.46517055","https://www.google.com/maps/dir/43.64559491,-79.46474768/43.64950376,-79.46487144/43.65341242,-79.46517055",START/-79.46475/43.64559,CENTER/-79.46487144/43.64950376,END/-79.46517/43.65341,,0
1138,65,1139,3816,2001,2015,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,496.2444014,Colborne Lodge Dr,West Rd,331.3 M N The Queensway,N-DB,,,,,2001,,,,2015,,1,2009,Pre-2009,PL,PL,PL,"PL pre 2009: https://www.google.com/maps/@43.6427869,-79.4636083,3a,15y,150.34h,82.65t/data=!3m7!1e1!3m5!1s9nklOf__pV98zUbfvyTJrA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2015,,PL,PL,PL,Same type after upgrade,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.46516663,43.64522597],[-79.4620772,43.64181674]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.46516663,43.64522597],[-79.4620772,43.64181674]]}},","https://www.google.com/maps/dir/43.64522597,-79.46516663/43.64181674,-79.4620772","https://www.google.com/maps/dir/43.64522597,-79.46516663/43.64317191,-79.46400602/43.64181674,-79.4620772",START/-79.46517/43.64523,CENTER/-79.46400602/43.64317191,END/-79.46208/43.64182,,0
401,66,402,3070,2001,2018,Bike Lane,Bike Lane,2023-01-16T19:53:01,,2241.255498,College St,Manning Ave,Bay St,N-DB,,,"(K: Not applicable, disregard comment) Sharrows from Lansdowne Av to Manning Ave; Aug 2011 SV: https://www.google.ca/maps/@43.6518508,-79.4359463,3a,75y,73.66h,78.6t/data=!3m7!1e1!3m5!1sCLWaH7iJqK2d1aKfB5El_g!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,2001,,,,2018,,2,2009,Pre-2009,PL,PL,PL,"(K- PL along segment, disregard majority comment) PL* type about 50% of street segment, None (sharrows) on other 50% of segment; Imagery observation: PL on College St from Bay St to Manning Ave and from Lansdowne Ave to Dundas St. W ; Sharrows on College St from Manning Ave to Lansdowne Ave; OCT 2011 SV: https://www.google.ca/maps/@43.6608381,-79.386006,3a,75y,253.61h,85.18t/data=!3m7!1e1!3m5!1s9EMIQS61FKzGz5KG2QcpBA!2e0!5s20111001T000000!7i13312!8i6656?entry=ttu; sep 2007: https://www.google.ca/maps/@43.660472,-79.3875771,3a,75y,297.87h,73.99t/data=!3m7!1e1!3m5!1smNpDi24qpf-HXtc_2zyhrw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu. May 2002 - Dec 2005",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.38585495,43.66081566],[-79.41261658,43.65546251]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.38585495,43.66081566],[-79.41261658,43.65546251]]}},","https://www.google.com/maps/dir/43.66081566,-79.38585495/43.65546251,-79.41261658","https://www.google.com/maps/dir/43.66081566,-79.38585495/43.65806353,-79.3992212/43.65546251,-79.41261658",START/-79.38585/43.66082,CENTER/-79.3992212/43.65806353,END/-79.41262/43.65546,,0
894,67,895,3775,2006,2020,Bike Lane,Bike Lane,2023-01-16T19:53:01,,115.6497555,College St,Dundas St W,Lansdowne Ave,N-LB,,,"Sep 2007 SV: https://www.google.com/maps/@43.6505946,-79.4407881,3a,75y,36.1h,71.89t/data=!3m7!1e1!3m5!1stTRXD1emMwdZ7V4S-lUwXg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,2006,,,,2020,01-Dec-20,1,2009,Pre-2009,PL,PL,PL,No further upgrades in type of infrastructure,,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.43999967,43.65101218],[-79.44102031,43.65028126]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.43999967,43.65101218],[-79.44102031,43.65028126]]}},","https://www.google.com/maps/dir/43.65101218,-79.43999967/43.65028126,-79.44102031","https://www.google.com/maps/dir/43.65101218,-79.43999967/43.65064672,-79.44050999/43.65028126,-79.44102031",START/-79.44/43.65101,CENTER/-79.44050999/43.65064672,END/-79.44102/43.65028,,0
1288,68,1289,3967,2021,0,Cycle Track,Cycle Track,2023-01-16T19:53:01,,642.2436008,Commissioners St,Saulter St S,Carlaw Ave,Y,,,,,2021,01-Sep-21,http://www.twowheeledpolitics.ca/p/bike-lane-tracker.html,,0,,1,2021,01-Sep-21,PBL,PBL,PBL,PBL seen through sat imagery: 364 Commissioners St,,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.34238035,43.64966308],[-79.33552363,43.65259984]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.34238035,43.64966308],[-79.33552363,43.65259984]]}},","https://www.google.com/maps/dir/43.64966308,-79.34238035/43.65259984,-79.33552363","https://www.google.com/maps/dir/43.64966308,-79.34238035/43.6511151,-79.33894494/43.65259984,-79.33552363",START/-79.34238/43.64966,CENTER/-79.33894494/43.6511151,END/-79.33552/43.6526,0,2
1212,69,1213,3890,2009,2020,Bike Lane - Buffered,Bike Lane - Buffered,2023-01-16T19:53:01,,592.3015015,Conlins Rd,Canmore Blvd,Ellesmere Rd,N-GR,,,"Aug 2011 SV: https://www.google.com/maps/@43.7928252,-79.1852404,3a,75y,169.15h,72.25t/data=!3m7!1e1!3m5!1shMdxVnIjg5gIies2BiKkqA!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,2009,,,,2020,08-Jul-20,1,2009,2009-09-30,PL,PL,PL,"No further upgrades, only paint marking refresh",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.18325708,43.78785189],[-79.18525467,43.79296986]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.18325708,43.78785189],[-79.18525467,43.79296986]]}},","https://www.google.com/maps/dir/43.78785189,-79.18325708/43.79296986,-79.18525467","https://www.google.com/maps/dir/43.78785189,-79.18325708/43.79044387,-79.1841771/43.79296986,-79.18525467",START/-79.18326/43.78785,CENTER/-79.1841771/43.79044387,END/-79.18525/43.79297,,0
1196,70,1197,3874,2009,2020,Cycle Track,Cycle Track,2023-01-16T19:53:01,,1304.71077,Conlins Rd,Sheppard Ave E,Canmore Blvd,N-GR,,,"Aug 2011 SV: https://www.google.com/maps/@43.7930564,-79.1852365,3a,75y,330.06h,85.07t/data=!3m7!1e1!3m5!1sikKqHYB6LYvDBGJtPSPTag!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,2009,,,,2020,08-Jul-20,1,2009,2009-09-30,PL,PL,PL,,2020,08-Jul-20,PBL,PBL,PBL,"Sep 2020 SV: https://www.google.com/maps/@43.7929718,-79.1852561,3a,75y,330.06h,85.07t/data=!3m7!1e1!3m5!1s12k6o2hObw41oAyMJCduqQ!2e0!5s20200901T000000!7i16384!8i8192?entry=ttu, https://www.google.com/maps/@43.7944458,-79.1858918,3a,75y,330.06h,85.07t/data=!3m7!1e1!3m5!1s5jdkl1cva4wNTeldkGhY4g!2e0!5s20200901T000000!7i16384!8i8192?entry=ttu",,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.18525467,43.79296986],[-79.19015399,43.80416334]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.18525467,43.79296986],[-79.19015399,43.80416334]]}},","https://www.google.com/maps/dir/43.79296986,-79.18525467/43.80416334,-79.19015399","https://www.google.com/maps/dir/43.79296986,-79.18525467/43.79857386,-79.18768746/43.80416334,-79.19015399",START/-79.18525/43.79297,CENTER/-79.18768746/43.79857386,END/-79.19015/43.80416,,1
1303,71,1304,3982,2019,0,Bike Lane - Contraflow,Sharrows,2023-01-16T19:53:01,,357.5149617,Corley Ave,Woodbine Ave,Brookside Dr,Y,,,,,2019,29-Aug-19,https://twitter.com/TO_Cycling/status/1167116202663186432?s=20,,0,,1,2019,29-Aug-19,PL,PL,PL,"(k) PL inst around 2019, no infra prior: https://www.google.com/maps/@43.6775105,-79.3046211,3a,75y,224.31h,84.1t/data=!3m7!1e1!3m5!1sFDWV1nJREQQNM7s4VF2GBw!2e0!5s20201101T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.30896118,43.67646097],[-79.30475415,43.67742424]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.30896118,43.67646097],[-79.30475415,43.67742424]]}},","https://www.google.com/maps/dir/43.67646097,-79.30896118/43.67742424,-79.30475415","https://www.google.com/maps/dir/43.67646097,-79.30896118/43.67695738,-79.30685895/43.67742424,-79.30475415",START/-79.30896/43.67646,CENTER/-79.30685895/43.67695738,END/-79.30475/43.67742,0,0
1111,72,1112,3757,2005,2016,Bike Lane,Bike Lane,2023-01-16T19:53:01,,1313.917258,Cosburn Ave,Coxwell Ave,Oak Park Ave,N-LB,,,,,2005,,,,2016,,1,2007,Pre-2007,PL,PL,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6943494,-79.3269994,3a,75y,58.9h,93.72t,0r/data=!3m7!1e1!3m5!1sr_OWoaBRPJ5ZPcxUnPOuRQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,"Same infrastructure type since 2005, no change",,,,,,,"{""type"": ""LineString"", ""coordinates"": [[-79.3280183,43.69413654],[-79.31231756,43.69692569]]}","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-79.3280183,43.69413654],[-79.31231756,43.69692569]]}},","https://www.google.com/maps/dir/43.69413654,-79.3280183/43.69692569,-79.31231756","https://www.google.com/maps/dir/43.69413654,-79.3280183/43.69582149,-79.32021394/43.69692569,-79.31231756",START/-79.32802/43.69414,CENTER/-79.32021394/43.69582149,END/-79.31232/43.69693,,0
