id,street,street_from,street_to,road_type,road_type_recode,install_year,install_type,verify_install_year,verify_install_date,verify_install_type,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,geometry_crs,geometry
1138,River St,Gerrard St E,Queen St E,Minor Arterial,Arterial,2003,Cycle Track,2009,pre-2009,PL,"PL Sep 2007 SV: https://www.google.ca/maps/@43.6574644,-79.3565287,3a,90y,354.03h,91.5t/data=!3m7!1e1!3m5!1sIhF1t01XV_RsfV4t3ZdKMw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu; Several upgrades (2009 PL>2016/7 BUF. 2017/18 PBL)",2018,Aug2017-Jul2018,,two upgrades: from PL to BUF; then from BUF to PBL . (cycle track with bollards),,,,,,0.7372117158417723,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.35653 43.65738, -79.35675 43.65786, -79.35676 43.65789, -79.3569 43.6582, -79.35691 43.65824, -79.35692 43.65825, -79.35704 43.65855, -79.35721 43.65894, -79.35746 43.65952, -79.35756 43.65977, -79.35776 43.66024, -79.35789 43.66057, -79.35816 43.6612, -79.35832 43.66156, -79.35846 43.66189, -79.35869 43.66242, -79.35924 43.66371))"
1139,Colborne Lodge Dr,West Rd,331.3 M N The Queensway,Other,Local,2001,Bike Lane - Contraflow,2009,Pre-2009,PL,"PL pre 2009: https://www.google.com/maps/@43.6427869,-79.4636083,3a,15y,150.34h,82.65t/data=!3m7!1e1!3m5!1s9nklOf__pV98zUbfvyTJrA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",2015,,PL,Same type after upgrade,,,,,,0.49600366404399876,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.46517 43.64523, -79.46518 43.64521, -79.46519 43.64519, -79.4652 43.64518, -79.46522 43.64516, -79.46523 43.64514, -79.46524 43.64513, -79.46525 43.64511, -79.46525 43.64509, -79.46526 43.64508, -79.46532 43.64491, -79.46534 43.64476, -79.46534 43.64465, -79.46532 43.64453, -79.46529 43.64443, -79.46525 43.64433, -79.46522 43.64425, -79.46513 43.64413, -79.46505 43.64405, -79.46496 43.64396, -79.46486 43.64388, -79.46481 43.64385, -79.46468 43.64373, -79.46452 43.64361, -79.46429 43.64343, -79.46412 43.64327, -79.46393 43.64311, -79.4638 43.64299, -79.46368 43.64286, -79.46356 43.64274, -79.46337 43.64251, -79.4632 43.64232, -79.46308 43.64219, -79.46303 43.64215, -79.46297 43.64212, -79.46289 43.6421, -79.46282 43.64209, -79.4626 43.64208, -79.46249 43.64207, -79.46236 43.64204, -79.46226 43.642, -79.4622 43.64196, -79.46212 43.6419, -79.4621 43.64186, -79.46208 43.64182))"
1140,Strathcona Ave,Pape Ave,Blake St,Local,Local,2001,Bike Lane - Contraflow,2007,pre-2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6759075,-79.3435213,3a,75y,68.92h,83.2t/data=!3m7!1e1!3m5!1szA7hZHvSxvoFJ5cGRmHVmw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.30266221670381493,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.34361 43.67588, -79.34339 43.67593, -79.34221 43.6762, -79.34125 43.67642, -79.34119 43.67643, -79.34118 43.67644, -79.341 43.67647, -79.3402 43.67663, -79.34 43.67665))"
1141,Logan Ave,Eastern Ave,205 M S Eastern Ave,Local,Local,2007,Bike Lane - Contraflow,2009,Pre-2009,PL,"PL installed, one side of road, pre 2009, no upgrade since: https://www.google.com/maps/@43.6573248,-79.3411647,3a,75y,156.12h,87.48t/data=!3m7!1e1!3m5!1s_DJbF6mkgOTz7WX1aFRY5g!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.20527335471535246,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3414 43.65788, -79.34122 43.65745, -79.34066 43.65611))"
1142,Havelock St,Sylvan Ave,Lindsey Ave,Local,Local,2014,Bike Lane - Contraflow,2014,41852,PL,"Aug 2014 SV: https://www.google.com/maps/@43.6542854,-79.4299553,3a,75y,348.26h,81.22t/data=!3m7!1e1!3m5!1sr9K5rb8q0K7YcByvRwAFPA!2e0!5s20140801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.1244680944510758,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42993 43.65422, -79.43036 43.65529))"
1143,Dixon Ave,Kingston Rd,Lockwood Rd,Local,Local,2015,Bike Lane - Contraflow,2015,28-Apr-15,PL,"PL: no infra prior: https://www.google.com/maps/@43.6697963,-79.3103952,3a,78.5y,117.17h,67.86t/data=!3m7!1e1!3m5!1sKct8pKH_5txnAMyEYfVtTw!2e0!5s20180801T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,0.10996942770448329,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.31118 43.66997, -79.30989 43.66965))"
1144,Florence St,Brock Ave,Sheridan Ave,Local,Local,2015,Bike Lane - Contraflow,2015,Oct 2014 - May 2015,PL,"SV: Aug 2014 - Apr 2015; SatV: Oct22 2014 - May5 2015 [likely Winter/Spring 2015] Dates retrieved from google sv and satellite images: https://www.google.com/maps/@43.6455103,-79.4339406,3a,75y,57.04h,76.56t/data=!3m7!1e1!3m5!1slMVu6PrOfRfOPhbCIpuZBQ!2e0",,,,,,,,,,0.16075038592348959,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.43202 43.64556, -79.43239 43.64549, -79.43248 43.64548, -79.43254 43.64547, -79.4326 43.64547, -79.43266 43.64548, -79.43271 43.6455, -79.43279 43.64552, -79.43293 43.64559, -79.433 43.64562, -79.43306 43.64564, -79.43316 43.64563, -79.43327 43.64563, -79.43338 43.64562, -79.43338 43.64562, -79.43392 43.64549))"
1145,Stanley Ave,Royal York Rd,Superior Ave,Local,Local,2015,Bike Lane - Contraflow,2015,Sep 2015 - Apr 2016,PL,"sv jun 2016: https://www.google.ca/maps/@43.614383,-79.4976637,3a,75y,75.33h,88.82t/data=!3m7!1e1!3m5!1sAp1idn2BNSbrvL8tAWB_gg!2e0!5s20160601T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.5661868053322674,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.49103 43.61535, -79.49122 43.61522, -79.49131 43.61516, -79.49139 43.61508, -79.4915 43.615, -79.49161 43.61494, -79.49175 43.6149, -79.4919 43.61488, -79.49203 43.61488, -79.49218 43.6149, -79.49231 43.61492, -79.49243 43.61494, -79.49266 43.61498, -79.49278 43.615, -79.49296 43.61501, -79.49304 43.61502, -79.4932 43.61504, -79.49334 43.61505, -79.49347 43.61506, -79.4936 43.61507, -79.49368 43.61507, -79.49377 43.61507, -79.49387 43.61508, -79.494 43.61508, -79.49424 43.61507, -79.49595 43.6147, -79.49699 43.61447, -79.49764 43.61432))"
1146,Argyle St,Dovercourt Rd,15m West of Ossington Ave,Local,Local,2015,Bike Lane - Contraflow,2015,Nov-Dec 2015,PL,Date sourced from a combination of satellite imagery and policy document; Policy document: https://www.toronto.ca/wp-content/uploads/2019/04/95f0-Argyle-Bikeway-Display-Boards-23-April-2019_ACC.pdf,,,,,,,,,,0.2881846803127112,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42002 43.64689, -79.42056 43.64677, -79.42293 43.6463, -79.42347 43.64619))"
1147,Havelock St,Lindsey Ave,College St,Local,Local,2016,Bike Lane - Contraflow,2016,Jul-Sep 2016,PL,Date interval from Satellite imagery,,,,,,,,,,0.14481752505461007,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42945 43.65296, -79.42993 43.65422))"
1148,Denison Ave,Wales Ave,Queen St W,Local,Local,2017,Bike Lane - Contraflow,2017,1-Oct-17,PL,"Majority PL and majority installed during 2017: https://www.google.com/maps/@43.649668,-79.4013103,3a,74.3y,316.71h,82.46t/data=!3m7!1e1!3m5!1sv7xbCjFEhuKidRnj5qZl3Q!2e0!5s20180201T000000!7i16384!8i8192?entry=ttu. No upgrades since.",,,,,,,,,,0.6047376354512368,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.4006 43.64789, -79.40094 43.64871, -79.40107 43.64903, -79.40131 43.64967, -79.40164 43.65046, -79.40187 43.65102, -79.40213 43.65168, -79.40269 43.65311))"
1149,Waterfront Drive,Marine Parade Dr,Palace Pier Crt,Local,Local,2017,Bike Lane - Contraflow,2017,Jun - Aug 2017,PL,"Sep 2018 SV: https://www.google.com/maps/@43.6305483,-79.4740897,3a,75y,190.02h,86.35t/data=!3m7!1e1!3m5!1s9C47tPHoxZfOaA_PczkGPw!2e0!5s20180901T000000!7i16384!8i8192?entry=ttu; Aug 2017 window form satellite imagery",,,,,,,,,,0.20164649730923795,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.47569 43.62924, -79.47534 43.62938, -79.47512 43.62953, -79.47508 43.62955, -79.47451 43.63001, -79.47444 43.63009, -79.47431 43.63026, -79.47404 43.63057))"
1150,Waterloo Ave,Dufferin St,Gladstone Ave,Local,Local,2017,Bike Lane - Contraflow,2017,6/9/2017,PL,No infrastructure prior to Jun 2017; no further upgrades,,,,,,,,,,0.12229184024932806,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42838 43.64576, -79.42892 43.64565, -79.42985 43.64547))"
1151,Knox Ave,Queen St E,Eastern Ave,Local,Local,2007,Bike Lane - Contraflow,2007,pre Sep 2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6625499,-79.325201,3a,41.5y,329.69h,90.11t/data=!3m7!1e1!3m5!1sYfPyg5jQFAh9_mDxTFDojw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.19829282130148784,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.32527 43.66252, -79.3255 43.66308, -79.32551 43.6631, -79.32575 43.66367, -79.3258 43.66379, -79.32599 43.66422))"
1152,Phoebe St,Soho St,Beverely St,Local,Local,2014,Bike Lane - Contraflow,2014,Sep-14,PL,"PL Installed 2014: https://www.google.com/maps/@43.6507227,-79.3932875,3a,81y,258.11h,62.86t/data=!3m7!1e1!3m5!1sAbZzOi5Z2hyIB6XTKSQ1Cw!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu, NO PRIOR INFRA",,,,,,,,,,0.10470492357282316,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.39266 43.65089, -79.39364 43.65069, -79.39373 43.65066, -79.39378 43.65066, -79.39385 43.65066, -79.39391 43.65067))"
1153,Richmond St W,Niagara St,Bathurst St,Local,Local,2014,Bike Lane - Contraflow,2014,May-Oct 2014,PL,"PL may-Oct 2014: https://www.google.com/maps/@43.6457679,-79.4072417,3a,75y,85.25h,78.03t/data=!3m7!1e1!3m5!1sH1hHMpt-F2qzJ4cUrx65XA!2e0!5s20141001T000000!7i13312!8i6656?entry=ttu . No upgrades since.",,,,,,,,,,0.4880252854346816,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40376 43.64647, -79.40563 43.6461, -79.40631 43.64596, -79.40703 43.64581, -79.40961 43.6453))"
1154,Stephanie St,Beverly St,John St,Local,Local,2014,Bike Lane - Contraflow,2014,April-Sept 2014,PL,"PL contraflow installed, between April and Sept 2014, no upgr, SV: https://www.google.com/maps/@43.6511225,-79.3919428,3a,75y,274.12h,61.54t/data=!3m7!1e1!3m5!1sM-hKTHnKU2PaZO3SFtu60g!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.09039604507159142,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.39162 43.6512, -79.39215 43.65111, -79.39271 43.651))"
1155,Bellevue Ave,College St,Wales Ave,Local,Local,2017,Bike Lane - Contraflow,2017,Sep - Dec 2017,PL,"Feb 2018 streetview  signs of recent installation: https://www.google.com/maps/@43.654966,-79.403615,3a,75y,328.81h,74.51t/data=!3m7!1e1!3m5!1ssylpss7oFkD-tvxK6O4Smg!2e0!5s20180201T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,0.46665791222503816,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40291 43.65309, -79.40311 43.65361, -79.40368 43.65496, -79.40402 43.65583, -79.40453 43.65712))"
1156,Montrose Ave,Bloor St W,Harbord St,Local,Local,2002,Bike Lane - Contraflow,2009,Pre-2009,PL,"Pre-2009 PL: https://www.google.com/maps/@43.6611345,-79.4201484,3a,58y,350.52h,67.8t/data=!3m7!1e1!3m5!1skDtRqKMoCk7nLsXEDfic_g!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.40406342299159254,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.41958 43.65952, -79.42032 43.66148, -79.42074 43.66256, -79.42091 43.66303))"
1157,Chester Hill Rd,Cambridge Ave,Broadview Ave,Local,Local,2007,Bike Lane - Contraflow,2009,Pre-2009,PL,"(k) existed pre-2009. https://www.google.com/maps/@43.6812925,-79.358429,3a,75y,262.08h,74.82t/data=!3m7!1e1!3m5!1scSQym8p2cvpJagStBgslgQ!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu no further upgrades. No changes up to 2023.",,,,,,,,,,0.09736093491604764,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.3589 43.68127, -79.35824 43.68128, -79.35769 43.68128))"
1158,Lindsey Ave,Brock Ave,Dufferin St,Local,Local,2014,Bike Lane - Contraflow,2014,Summer 2014,PL,"PL installed Summer 2014, see fresh paint Aug 2014: https://www.google.com/maps/@43.6532411,-79.4340791,3a,70.3y,245.77h,76.16t/data=!3m7!1e1!3m5!1saF8IfhiNGu3ceMVpSVA4Jw!2e0!5s20140801T000000!7i13312!8i6656?entry=ttu . No upgrades since.",,,,,,,,,,0.3157721687379698,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.43293 43.65348, -79.43348 43.65338, -79.43494 43.65309, -79.43621 43.65284, -79.43672 43.65274))"
1159,Fermanagh Ave,Roncesvalles Ave,Sorauren Ave,Local,Local,2014,Bike Lane - Contraflow,2014,Jun - Sep 2014,PL,"Apr 2015 SV: https://www.google.com/maps/@43.6463493,-79.4488797,3a,75y,167.7h,46.96t/data=!3m7!1e1!3m5!1sh8LVPgHtk_ClbGLyP3HYjg!2e0!5s20150401T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.43145911617840255,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.44388 43.64734, -79.44465 43.64719, -79.44553 43.64701, -79.44646 43.64683, -79.44906 43.64634))"
1160,Argyle St,Northcote Ave,Lisgar St,Local,Local,2015,Bike Lane - Contraflow,2015,Nov-Dec 2015,PL,Date sourced from a combination of satellite imagery and policy document; Policy document: https://www.toronto.ca/wp-content/uploads/2019/04/95f0-Argyle-Bikeway-Display-Boards-23-April-2019_ACC.pdf,,,,,,,,,,0.19747448605424636,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42468 43.64593, -79.42585 43.64569, -79.42704 43.64544))"
1161,Colborne Lodge Dr,High Park Trl Branch,The Queensway,Other,Local,2001,Bike Lane - Contraflow,2016,Jul - Sep 2016,PL,"SV Jul 2017: https://www.google.com/maps/@43.6398045,-79.4598525,3a,75y,64.23h,83.38t/data=!3m7!1e1!3m5!1sk-GG1OeKrd9e4vSuacSy7g!2e0!5s20170701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,0.1797645184842799,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.45939 43.63954, -79.45954 43.63962, -79.45957 43.63964, -79.4596 43.63967, -79.45962 43.63968, -79.4598 43.63979, -79.45999 43.63992, -79.46016 43.64002, -79.46033 43.64011, -79.46052 43.64022, -79.46058 43.64026, -79.46065 43.6403, -79.46071 43.64035, -79.46074 43.64039, -79.46076 43.64042, -79.46078 43.64045, -79.46079 43.64048, -79.46079 43.64049, -79.46079 43.6405, -79.4608 43.64053, -79.46079 43.64056, -79.46078 43.64059, -79.46077 43.64062, -79.46076 43.64065, -79.46076 43.64067, -79.46076 43.64069))"
1162,Strathcona Ave,Carlaw Ave,Pape Ave,Local,Local,2001,Bike Lane - Contraflow,2007,pre-2007,PL,"Sep 2007 SV: https://www.google.com/maps/@43.6752569,-79.3459666,3a,75y,70.13h,57.06t/data=!3m7!1e1!3m5!1s2PivutQ-psiz70JIhSf9vw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.19988971536331138,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.34598 43.67534, -79.34583 43.67538, -79.34407 43.67578, -79.3438 43.67584, -79.34361 43.67588))"
1163,Simcoe St,King St W,Wellington St,Collector,Collector,2014,Cycle Track - Contraflow,2014,Apr-Sep 2014,PBL,"No prior infrastructure, no further upgrades.",,,,,,,,,,0.1555222947388363,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.38556 43.64605, -79.38611 43.6474))"
1164,Simcoe St,Richmond St W,King St W,Collector,Collector,2014,Cycle Track - Contraflow,2014,April-Sept 2014,PBL,"PBL installed 2014: https://www.google.com/maps/@43.6488798,-79.3866851,3a,75y,12.68h,68.21t/data=!3m7!1e1!3m5!1sdUoRb6l9rOuRWpV9HH813Q!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu. Changes occurred but no change in type.",,,,,,,,,,0.29123021974451324,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.38611 43.6474, -79.38637 43.64801, -79.38662 43.64864, -79.38688 43.64925, -79.38714 43.64991))"
1165,Simcoe St,Queen St W,Richmond St W,Collector,Collector,2014,Cycle Track - Contraflow,2014,April-Sept 2014,PBL,"PBL installed 2014: https://www.google.com/maps/@43.6501417,-79.3872403,3a,75y,19.52h,76.61t/data=!3m7!1e1!3m5!1siqbSthY4CXuqBS0HSxxUHg!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu. Changes occurred but no change in type.",,,,,,,,,,0.09102362675582168,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.38714 43.64991, -79.38729 43.65026, -79.38743 43.65059, -79.38752 43.65067))"
1166,Blue Jays Way,Navy Wharf Cres,Wellington St W,Collector,Collector,2019,Bike Lane,2019,1-Nov-19,PL,"PL, no infra prior: SV: https://www.google.com/maps/@43.6429939,-79.3911108,3a,75y,340.76h,83.43t/data=!3m8!1e1!3m6!1sHtnxrAhgohZ9OBXFlDuBBQ!2e0!5s20201001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DHtnxrAhgohZ9OB",,,,,,,,,,0.4052971455497254,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.39179 43.64475, -79.39129 43.64342, -79.3911 43.64302, -79.39099 43.64278, -79.39093 43.64255, -79.39093 43.64231, -79.39098 43.64198, -79.39107 43.64186, -79.39119 43.64179, -79.39163 43.6417, -79.3919 43.64164))"
1167,Danforth Ave,Broadview Ave,Dawes Rd,Major Arterial,Arterial,2020,Cycle Track,2020,11-Aug-20,PBL,"No infra prior, PBL installed along 5km of road: https://www.google.com/maps/@43.6765206,-79.3571556,3a,75y,255.5h,81.95t/data=!3m8!1e1!3m6!1s-djG5SaVG0Oaq_20TDNQvw!2e0!5s20210901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3",,,,,,,,,,5.202813932054611,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.35887 43.6762, -79.35637 43.67669, -79.35506 43.67694, -79.35326 43.6773, -79.35197 43.67756, -79.35075 43.67779, -79.34962 43.67801, -79.34831 43.67827, -79.34735 43.67846, -79.34627 43.67867, -79.34484 43.67895, -79.34308 43.6793, -79.34178 43.67957, -79.34061 43.67979, -79.33782 43.68031, -79.33732 43.68042, -79.33537 43.68084, -79.33238 43.68148, -79.32994 43.68203, -79.32717 43.68259, -79.32394 43.6833, -79.32089 43.68394, -79.31822 43.68452, -79.31718 43.68474, -79.31527 43.68515, -79.31409 43.6854, -79.31278 43.68568, -79.31168 43.68595, -79.30857 43.68664, -79.30734 43.68694, -79.30524 43.68744, -79.30183 43.68815, -79.30055 43.68845, -79.2979 43.68904, -79.29677 43.68931))"
1169,Roxton Rd,Harbord St,Dewson St,Local,Local,2020,Bike Lane,2020,Jun-Aug 2020,PL,Satellite imagery window: Jun12 - Aug22 2020; Relevant policy documents: https://www.toronto.ca/wp-content/uploads/2020/02/8df8-REPORT-Cycling-Connections-on-Dewson-Street-accessible-final.pdf; https://www.toronto.ca/legdocs/mmis/2020/ie/bgrd/backgroundf,,,,"No infrastructure prior to Jun 2019, no upgrade since",,,,,,0.16948297190306386,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42253 43.65733, -79.42309 43.6588))"
1170,Dewson St,Shaw St,Roxton Rd,Local,Local,2020,Bike Lane - Contraflow,2020,1-Jun-20,PL,"PL: no infra prior: https://www.google.com/maps/@43.6563559,-79.4221133,3a,75y,68.15h,82.11t/data=!3m7!1e1!3m5!1szP3_GEt3Sc4_qYjTXlCsuQ!2e0!5s20200901T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,0.10014882309398238,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42215 43.65639, -79.42096 43.65663))"
1172,University Ave,Bloor St W,Adelaide St W,Major Arterial,Arterial,2020,Cycle Track,2020,Jun - Jul 2020,PBL,Cycle tracks -PBL- installed during  the pandemic (OCT 2020 SV),,,,,,,,,,3.1762515829412026,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.39068 43.66026, -79.39049 43.65986, -79.38994 43.65859, -79.38949 43.65753, -79.38897 43.65635, -79.3886 43.65547, -79.38831 43.65479, -79.38758 43.65311, -79.38663 43.65085, -79.38629 43.65009, -79.38556 43.64887), (-79.39315 43.66637, -79.39321 43.66601, -79.39339 43.66579, -79.39373 43.6655, -79.39383 43.66533, -79.3939 43.66502, -79.39359 43.66408, -79.39321 43.66307, -79.39311 43.66277, -79.39291 43.66242, -79.39256 43.66199, -79.39228 43.66145, -79.39205 43.66112, -79.39181 43.66092, -79.3916 43.66079, -79.3914 43.66069, -79.39116 43.66061, -79.39091 43.66048, -79.39068 43.66026), (-79.39315 43.66637, -79.39285 43.66611, -79.39223 43.66603, -79.39167 43.66578, -79.3914 43.66549, -79.39083 43.66401, -79.39056 43.66338, -79.3899 43.66171, -79.38997 43.66141, -79.39009 43.66116, -79.39034 43.66089, -79.39053 43.66072, -79.39064 43.66051, -79.39068 43.66026), (-79.39414 43.66872, -79.39315 43.66637))"
1173,Shaw St,College St,Harrison St,Collector,Collector,2001,Bike Lane - Contraflow,2013,Dec-13,PL,"May 2014 SV: https://www.google.com/maps/@43.6514405,-79.4188955,3a,75y,354.51h,80.81t/data=!3m7!1e1!3m5!1s3vDFi6KHeAWivzGZyZORWQ!2e0!5s20140501T000000!7i13312!8i6656?entry=ttu; Article: https://spacing.ca/toronto/2014/02/02/review-new-shaw-street-bike-r",,,,,,,,,,0.39946401269156556,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.41893 43.65143, -79.41894 43.65145, -79.41898 43.65158, -79.41968 43.65339, -79.41971 43.65347, -79.41987 43.65387, -79.4201 43.65447, -79.42027 43.65489))"
1174,Willowdale Ave,Bishop Ave,Empress Ave,Minor Arterial,Arterial,2020,Cycle Track,2020,Oct-Dec 2020,PBL,"No prior infrastructure before PBL 2020; Incomplete installation SV Oct 2020: https://www.google.com/maps/@43.7741168,-79.4039935,3a,75y,343.68h,91.21t/data=!3m7!1e1!3m5!1swe5C2JjeXqG2odsJlgkWkQ!2e0!5s20201001T000000!7i16384!8i8192?entry=ttu, https://www",,,,,,,,,,1.3894511225109527,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40284 43.77149, -79.40319 43.77231, -79.40356 43.77315, -79.40394 43.77409, -79.40433 43.775, -79.40468 43.77583, -79.40583 43.77854, -79.40626 43.77955, -79.40668 43.78058, -79.40711 43.78163, -79.40747 43.7825, -79.40787 43.78344))"
1175,Shaw St,Dupont St,Harbord St,Collector,Collector,2013,Bike Lane - Contraflow,2014,1/1/2014,PL,"May 2014 SV: https://www.google.com/maps/@43.6608156,-79.4225643,3a,75y,348.7h,85.94t/data=!3m7!1e1!3m5!1sxWpxQ64204en-ZtQN_WqBg!2e0!5s20140501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,1.3404718876802701,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.42188 43.65904, -79.42327 43.66251, -79.42446 43.66538, -79.42593 43.66898, -79.42602 43.66914, -79.42628 43.66984, -79.42661 43.6706))"
1176,Ulster St,Borden St,Brunswick Ave,Local,Local,2020,Bike Lane - Contraflow,2020,Jun - Aug 2020,PL,"No prior infrastructure, no upgrades since.",,,,,,,,,,0.0989453688102695,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40653 43.66032, -79.40534 43.66055))"
1177,Brunswick Ave,Lowther St,Ulster St,Local,Local,2020,Bike Lane - Contraflow,2020,1-Jul-20,PL,"No infra prior,s ee PL post install (https://www.google.com/maps/@43.6633778,-79.4064389,3a,75y,164.25h,78.35t/data=!3m8!1e1!3m6!1soekRaEykp9bCctzQjgeSzQ!2e0!5s20210601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Do",,,,,,,,,,0.8656935702078234,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40534 43.66055, -79.40547 43.66087, -79.40604 43.66226, -79.40628 43.66295, -79.40665 43.66389, -79.40731 43.66549, -79.40747 43.66591, -79.4083 43.66804))"
1178,Borden St,Ulster St,College St,Local,Local,2020,Bike Lane - Contraflow,2020,1-Jul-20,PL,"PL, no infrastructure prior: https://www.google.com/maps/@43.659046,-79.4060203,3a,75y,176.47h,83.42t/data=!3m7!1e1!3m5!1skyiHppsia_JHGNnqV3H7yQ!2e0!5s20190601T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,0.38634172236534225,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.40523 43.65698, -79.40538 43.65742, -79.40587 43.65867, -79.40653 43.66032))"
1179,Wellington St W,Niagara St,Bathurst St,Collector,Collector,2001,Bike Lane,2007,pre-2007,PL,"SV sep 2007: https://www.google.com/maps/@43.6419027,-79.4058094,3a,75y,296.73h,74.64t/data=!3m7!1e1!3m5!1sKoIofcQDFM0S2-9OAIHGew!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,0.32867682710146084,+proj=longlat +datum=WGS84 +no_defs,"MULTILINESTRING ((-79.4022 43.64266, -79.40475 43.64211, -79.40612 43.64184))"
