object_id,bike_route,street_nam,bikeway_ty,subtype,status,street_seg,overall_di,bikeway_di,vehicle_di,speed_limi,surface_ty,aaa_networ,aaa_segmen,w_n_bound_,e_s_bound_,snow_remov,segment_le,year_of_co,constructi,upgrade_ye,notes,OID_1,object_i_1,ID_DATAENT,ID_ROUTE,CHECK_FLAG,EXCL_FLAG,EXCL_REAS,ENTRY_ORDE,ADJ_ROUTE,FROM_STR,ORIG_ROUTE,ORIG_STREE,ROUTE_NAME,STRT_NAME,TO_STR,ATR_AAA_N0,ATR_AAA_S0,ATR_BIKEW0,ATR_ES_BO0,ATR_ORIG_0,ATR_OVERA0,ATR_SEGME0,ATR_SEGME1,ATR_SNOW_0,ATR_SPEED0,ATR_STATUS,ATR_SUBTY0,ATR_SURFA0,ATR_TYPE_0,ATR_TYPE_1,ATR_VEHIC0,ATR_WN_BOU,INST_COMM,INST_DT_M,INST_TMIN,INST_TYPE,INST_DATE,INST_YR,UPGR1_COMM,UPGR1_DT_M,UPGR1_TMIN,UPGR1_TYPE,UPGR1_DATE,UPGR1_YR,UPGR2_COMM,UPGR2_DT_M,UPGR2_TMIN,UPGR2_TYPE,UPGR2_DATE,UPGR2_YR,GEN_COMM,NOTES_ORIG,GEO_POINT,GEOJSON_G,GEOJSON_I,POST2019,MAPS_URL,geometry_crs,geometry
295701,Adanac,Union,Local Street,,Active,Residential,EW,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,0,121.62777957281993,ugrade to AAA in 2019,2019,,320,295701,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.085 49.2774, -123.0833 49.27737)"
295702,Adanac,Union,Local Street,,Active,Residential,EW,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,0,50.84081033731993,ugrade to AAA in 2019,2019,,321,295702,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0833 49.27737, -123.0833 49.27737, -123.0833 49.27737, -123.0831 49.27737, -123.0826 49.27736)"
295703,Adanac,Union,Local Street,,Active,Residential,EW,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,0,151.74782778021993,ugrade to AAA in 2019,2019,,322,295703,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0814 49.27734, -123.0793 49.27731)"
295719,Balaclava,Balaclava,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,106.59739459322008,2008-based on RTS # 6468,,,323,295719,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1761 49.22143, -123.1761 49.22048)"
295720,Lakewood,Lakewood,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.31405520751997,1997-  C.C file # 5553-1. 2010 paint marking,2010,,324,295720,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.062 49.26321, -123.062 49.26366, -123.062 49.26366)"
295722,Lakewood,Lakewood,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.37295472481997,1997-  C.C file # 5553-1. 2010 paint marking,2010,,325,295722,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.062 49.26592, -123.062 49.26592, -123.0619 49.26637, -123.0619 49.26637)"
295728,Sunrise,Slocan,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,56.62002058111998,year const- unknown source,,,326,295728,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0496 49.25792, -123.0496 49.25741, -123.0496 49.25741)"
295733,Kerr,Kerr,Painted Lanes,NB,Active,Sec Arterial,NS,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,55.73102520062009,,,,327,295733,467,VAN-R46,N,N,,527,Y,Install from E49th Ave,Kerr,Kerr,Kerr,Kerr St.,Install to SE Marine Dr.,NO,NO,2W,Painted Lanes,Painted Lanes,NS,55.7310252,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides, parking adjascent, no apparent upgrades: https://www.google.com/maps/@49.2227551,-123.0411544,3a,90y,360.08h,62.23t/data=!3m7!1e1!3m5!1s-tFODsEMKw42KjAnLSxgeQ!2e0!5s20181001T000000!7i16384!8i8192 . Install occurred between Jul 2009 and Aug",ORIG,PL,PL,,2009,,,,,,0,,,,,,0,,,"49.22043072571577, -123.04127730719016","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.04126395229558, 49.22068123047767], [-123.04126395913498, 49.220681198092244], [-123.04129065700714, 49.220180220286494]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.04126395229558, 49.22068123047767], [-123.04126395913498, 49.220681198092244], [-123.04129065700714, 49.220180220286494]] }",0,https://www.google.com/maps/place/49.22043072571577 -123.04127730719016,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0413 49.22068, -123.0413 49.22068, -123.0413 49.22018)"
295734,Seaside,Off Street,Protected Bike Lanes,OSS,Active,Off-street,EW,2W,Off Street,,Unpaved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,143.41968490161990,,,,328,295734,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.2137 49.27596, -123.2137 49.27596, -123.2139 49.27606, -123.2143 49.27616, -123.2148 49.27631, -123.2148 49.27631, -123.215 49.27633, -123.2155 49.2764)"
295735,Seaside Bypass,NW Marine Dr,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,30,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,266.27479009951990,SL to PL in 2017,2017,,329,295735,528,VAN-R24,N,N,,307,N1,Install from intersection north of Belmost and NW Marine Dr.,Seaside Bypass,NW Marine Dr,Seaside Bypass,NW Marine Dr,Install to W 4th Ave,NO,NO,2W,Painted Lanes,Painted Lanes,EW,266.2747901,Sec Arterial,Yes,30,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"This install shows no bikeways, shared road, section near lake has lanes, but it is likely used for car parking (e.g., https://www.google.com/maps/@49.273779,-123.2057008,3a,41.2y,6.48h,82.36t/data=!3m7!1e1!3m5!1ssPPKgRYsQhLazBzLlk0RSg!2e0!5s20070901T000",N,None,SSNDL,,1990,"PL both sides, installed 2017: https://www.google.com/maps/@49.272387,-123.2043683,3a,75y,116.11h,75.9t/data=!3m7!1e1!3m5!1ssDtL7iedxUMK3bGqCjFneQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DsDtL7iedxUMK3bGqCjFneQ%26c",STSAT,PL,PL,Sept-Dec 2017,2017,,,,,,0,,,"49.27232321873409, -123.20419276211184","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.20273687972328, 49.27157453310671], [-123.2031605758597, 49.27188431038555], [-123.20316060481301, 49.2718843310236], [-123.20344163470939, 49.2720625144881], [-123.203752227927","{ ""type"": ""LineString"", ""coordinates"": [[-123.20273687972328, 49.27157453310671], [-123.2031605758597, 49.27188431038555], [-123.20316060481301, 49.2718843310236], [-123.20344163470939, 49.2720625144881], [-123.20375222792748, 49.27220190191665], [-123.2",0,https://www.google.com/maps/place/49.27232321873409 -123.20419276211184,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.2027 49.27157, -123.2032 49.27188, -123.2032 49.27188, -123.2034 49.27206, -123.2038 49.2722, -123.2057 49.27291)"
295746,Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,140.80180359611998,,,,330,295746,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1055 49.23732, -123.1036 49.23728, -123.1036 49.23728)"
295747,Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,140.14145265981998,,,,331,295747,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1036 49.23728, -123.1036 49.23728, -123.1023 49.23726, -123.1016 49.23724)"
295750,Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,20.30269725761998,,,,332,295750,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1549 49.23829, -123.1549 49.23829, -123.1552 49.23829)"
295753,Midtown/Ridgeway,Fraser,Protected Bike Lanes,OSS,Active,Sec Arterial,EW,BD,2W,50,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,52.36900367582009,,,,333,295753,431,VAN-R42,N,N,,499,Y,,Midtown/Ridgeway,Fraser,Midtown/Ridgeway,Fraser,,NO,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,52.36900368,Sec Arterial,No,50,Active,OSS,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"See bike marker on part of sidewalk designed for bikes only as early as 2009, updates to signage occurred throughout the years, but infrastructure remained: https://www.google.com/maps/@49.2365646,-123.0904159,3a,15y,306.28h,78.66t/data=!3m7!1e1!3m5!1sMl",STSAT,PBL,PBL-1,,2009,,,,,,0,,,,,,0,,,"49.23678860001865, -123.09045317125066","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.09044528339318, 49.237024079281426], [-123.09046105910814, 49.23655312075587]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.09044528339318, 49.237024079281426], [-123.09046105910814, 49.23655312075587]] }",0,https://www.google.com/maps/place/49.23678860001865 -123.09045317125066,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0904 49.23702, -123.0905 49.23655)"
295754,Midtown,E 29th Ave,Shared Lanes,,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Shared Lanes,Shared Lanes,Yes,0,165.91823686411998,,,,334,295754,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0391 49.24457, -123.0369 49.24457, -123.0368 49.24457)"
295756,Midtown,E 29th Ave,Shared Lanes,,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Shared Lanes,Shared Lanes,Yes,0,76.47629760711998,,,,335,295756,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0414 49.24459, -123.041 49.24458, -123.0407 49.24458, -123.0403 49.24458)"
295763,Lakewood,Lakewood,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.30813018541997,1997-  C.C file # 5553-1. 2010 paint marking,2010,,336,295763,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0618 49.27524, -123.0618 49.2757, -123.0618 49.2757)"
295765,Lakewood,Lakewood,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,50.25321453651997,1997-  C.C file # 5553-1. 2010 paint marking,2010,,337,295765,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0618 49.27615, -123.0617 49.2766)"
295772,Burrard,Burrard,Painted Lanes,NB,Active,Arterial,NS,OW,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,55.24171284692006,,,,338,295772,277,VAN-R06,N,N,,111,N2,Install from Davie St,Burrard,Burrard,Burrard,Burrard,Install to Helmcken St,NO,NO,OW,Painted Lanes,Painted Lanes,NS,55.24171285,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"Painted lane along one side of road only, no upgrades since installation: https://www.google.com/maps/@49.2793573,-123.1287455,3a,75y,27.51h,79.78t/data=!3m7!1e1!3m5!1sg3IE33DikKbxPFeamRWFtw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthu",STSAT,PL,PL x1,Pre-2007,2006,,,,,,0,,,,,,0,,,"49.27925671265443, -123.1289140842439","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12864704726914, 49.27943336719836], [-123.12865041136287, 49.27943114074339], [-123.1291810948081, 49.27908007657454], [-123.12918112088165, 49.27908005765552]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12864704726914, 49.27943336719836], [-123.12865041136287, 49.27943114074339], [-123.1291810948081, 49.27908007657454], [-123.12918112088165, 49.27908005765552]] }",0,https://www.google.com/maps/place/49.27925671265443 -123.1289140842439,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1286 49.27943, -123.1287 49.27943, -123.1292 49.27908, -123.1292 49.27908)"
295780,45th Ave,W 45th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,57.92827799972011,,,,339,295780,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1681 49.23098, -123.1686 49.23098, -123.1689 49.23098)"
295783,Lakewood,Lakewood,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,30.11079148761997,year const- Peter Stary 2010 paint marking,2010,,340,295783,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0617 49.27912, -123.0617 49.27921, -123.0617 49.27939)"
295788,Alberni,Alberni,Painted Lanes,NB,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,0,40.25865011562009,Green paint 2013,2013,,341,295788,37,VAN-R04,N,N,,37,Y,,Alberni,Alberni,Alberni,Alberni,,NO,NO,2W,Painted Lanes,Painted Lanes,EW,40.25865012,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"Painted Lanes: https://www.google.com/maps/@49.2915403,-123.1322108,3a,75y,178.83h,63.65t/data=!3m7!1e1!3m5!1s3q1eRaVqa7sBYD09WflAZg!2e0!5s20090701T000000!7i13312!8i6656 .",STSAT,PL,PL,by Aug 2009,2009,"Check portion of street for changes since 2013, none found in location: https://www.google.com/maps/@49.291645,-123.1321905,3a,75y,172.49h,83.88t/data=!3m7!1e1!3m5!1sysWu0oySz24l5HWmPyIVvw!2e0!5s20220201T000000!7i16384!8i8196",PCN,PL,PL,13-Apr,2013,,,,,,0,,https://web.archive.org/web/20130909163329/http://vancouver.ca/streets-transportation/adanac-bike-lane.aspx,"49.29205288465991, -123.13417507714372","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.13397856484076, 49.29192535801359], [-123.13399067314938, 49.29193319495283], [-123.13437157968042, 49.292180426374216]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.13397856484076, 49.29192535801359], [-123.13399067314938, 49.29193319495283], [-123.13437157968042, 49.292180426374216]] }",0,https://www.google.com/maps/place/49.29205288465991 -123.13417507714372,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.134 49.29193, -123.134 49.29193, -123.1344 49.29218)"
295792,Cambie Bridge,Cambie Bridge,Protected Bike Lanes,OSB,Active,Arterial,NS,2W,Off Street,,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,551.94662274031986,"Added PBL SB, NB painted ped separation in 2018",2018,,342,295792,93,VAN-R07,N,N,,141,Y,Upgrade from 2nd Ave,Cambie Bridge,Cambie Bridge,Cambie Bridge,Cambie Bridge,Upgrade to Pacific Blvd Northbound side of street,YES,YES,2W,Protected Bike Lanes,Protected Bike Lanes,NS,551.9466227,Arterial,Yes,0,Active,OSB,Paved,Protected Bike Lanes,Protected Bike Lanes,Off Street,Protected Bike Lanes,"Looks like PCM-1 both sides of road, however onramps show that cyclists cannot bike on pedestrian ways: https://www.google.com/maps/@49.2720721,-123.1147756,3a,75y,34.89h,69.62t/data=!3m7!1e1!3m5!1scOW0ejMpSkI_8hdhwwZfrQ!2e0!5s20090401T000000!7i13312!8i6",N,N,SSNDL,,1986,"Completed 2018, PBL-1 way southbound side only: https://www.google.com/maps/@49.2721021,-123.1147692,3a,75y,334.63h,73.72t/data=!3m7!1e1!3m5!1sC0eJIpGCkkUWAh3IOQ0CDA!2e0!5s20180901T000000!7i16384!8i8192 https://www.google.com/maps/@49.2717728,-123.114943",NEWS,PBL,PBL-1/SSNDL,18-Jun,2018,,,,,,0,,https://dailyhive.com/vancouver/cambie-street-bridge-new-bike-lane-june-2018,"49.27067512561811, -123.11480951854654","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11469991970087, 49.268203437552835], [-123.11474693793647, 49.268993701816875], [-123.11477278156262, 49.269193207625754], [-123.11477278850873, 49.26919323910204], [-123.114889","{ ""type"": ""LineString"", ""coordinates"": [[-123.11469991970087, 49.268203437552835], [-123.11474693793647, 49.268993701816875], [-123.11477278156262, 49.269193207625754], [-123.11477278850873, 49.26919323910204], [-123.11488912241269, 49.269552585064964],",0,https://www.google.com/maps/place/49.27067512561811 -123.11480951854654,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1147 49.2682, -123.1147 49.26899, -123.1148 49.26919, -123.1148 49.26919, -123.1149 49.26955, -123.1148 49.27105, -123.1148 49.27108, -123.1148 49.27316, -123.1148 49.27316)"
295793,Seaside,Chestnut,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,52.71102983172007,pre-2007,,,343,295793,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1462 49.27677, -123.1462 49.27724, -123.1462 49.27724)"
295796,Chestnut,Chestnut,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,20.17113256932007,pre-2007,,,344,295796,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1462 49.27601, -123.1462 49.27619)"
295803,Carrall,Carrall,Protected Bike Lanes,R,Active,Arterial,NS,2W,2W,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,60.84444036062009,,,,345,295803,162,VAN-R15,N,N,,227,Y,,Carrall,Carrall,Carrall,Carrall,,YES,YES,2W,Protected Bike Lanes,Protected Bike Lanes,NS,60.84444036,Arterial,Yes,50,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PBL-1 way both sides of road, however one has barriers, and other has a very low curb: https://www.google.com/maps/@49.2817149,-123.1043589,3a,90y,24h,66.71t/data=!3m7!1e1!3m5!1sr3G6zIiFs4VzoxJ1ecQGdw!2e0!5s20160501T000000!7i13312!8i6656 https://www.goog",ORIG,PBL,PBLx2,Likely 2009,2009,,,,,,0,,,,,,0,"This is the incorrect street construction notice, no lane separation in Sept 2020",https://vancouver.ca/streets-transportation/union-adanac-corridor-past-updates.aspx,"49.281199588672806, -123.10435681298475","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10434543969703, 49.28147314053142], [-123.104345439642, 49.281473114445454], [-123.10436818741118, 49.28092603683666]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10434543969703, 49.28147314053142], [-123.104345439642, 49.281473114445454], [-123.10436818741118, 49.28092603683666]] }",0,https://www.google.com/maps/place/49.281199588672806 -123.10435681298475,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1043 49.28147, -123.1043 49.28147, -123.1044 49.28093)"
295804,Carrall,Carrall,Protected Bike Lanes,R,Active,Arterial,NS,2W,2W,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,0,47.46022960052009,,,,346,295804,160,VAN-R15,N,N,,225,Y,,Carrall,Carrall,Carrall,Carrall,,YES,YES,2W,Protected Bike Lanes,Protected Bike Lanes,NS,47.4602296,Arterial,Yes,50,Active,R,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"PBL-1 way both sides of road, however one has barriers, and other has a very low curb: https://www.google.com/maps/@49.2817149,-123.1043589,3a,90y,24h,66.71t/data=!3m7!1e1!3m5!1sr3G6zIiFs4VzoxJ1ecQGdw!2e0!5s20160501T000000!7i13312!8i6656 https://www.goog",ORIG,PBL,PBLx2,Likely 2009,2009,,,,,,0,,,,,,0,"This is the incorrect street construction notice, no lane separation in Sept 2018",https://vancouver.ca/streets-transportation/union-adanac-corridor-past-updates.aspx,"49.28071266427572, -123.10437733278522","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10436818741118, 49.28092603683666], [-123.10438647815926, 49.280499291714776]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10436818741118, 49.28092603683666], [-123.10438647815926, 49.280499291714776]] }",0,https://www.google.com/maps/place/49.28071266427572 -123.10437733278522,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1044 49.28093, -123.1044 49.2805)"
295806,Pacific,Pacific Blvd,Painted Lanes,NB,Active,Arterial,NS,OW,OW,50,Paved,NO,NO,,Painted Lanes,Yes,0,296.46969588472003,2007- special lane paint,,,347,295806,557,VAN-R58,N,N,,612,Y,Install Smithe St,Pacific,Pacific Blvd,Pacific,Pacific Blvd,Install Quebec St.,NO,NO,OW,Painted Lanes,Painted Lanes,NS,296.4696959,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,,"parking adjascent PL, since pre-2009, one way road, one lane, no upgrades since 2009: https://www.google.com/maps/@49.275351,-123.1118431,3a,75y,89.33h,75.48t/data=!3m7!1e1!3m5!1sA0MEeYkte_ww3huVwxFjsQ!2e0!5s20090401T000000!7i13312!8i6656 .",STSAT,PL,PL,Pre-2009,2003,,,,,,0,,,,,,0,"no evidence of special paint added: https://www.google.com/maps/@49.2768453,-123.1034101,3a,75y,285.26h,86.75t/data=!3m7!1e1!3m5!1s8I3V5vkoQRx5Z74TLd_bmw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D8I3V5vkoQRx5Z74TLd_",,"49.276961304594316, -123.10448918298029","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10638079666822, 49.277095778311086], [-123.10424349706254, 49.27705595082188], [-123.1042185554548, 49.277055613513085], [-123.1042155292517, 49.277055523592104], [-123.10411901","{ ""type"": ""LineString"", ""coordinates"": [[-123.10638079666822, 49.277095778311086], [-123.10424349706254, 49.27705595082188], [-123.1042185554548, 49.277055613513085], [-123.1042155292517, 49.277055523592104], [-123.10411901138175, 49.27705147641583], [-1",0,https://www.google.com/maps/place/49.276961304594316 -123.10448918298029,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1064 49.2771, -123.1042 49.27706, -123.1042 49.27706, -123.1042 49.27706, -123.1041 49.27705, -123.1041 49.27705, -123.1041 49.27705, -123.104 49.27704, -123.1039 49.27703, -123.1039 49.27703, -123.1039 49.27702, -123.1038 49.27701, -123.1037 49.27699, -123.1036 49.27697, -123.1036 49.27694, -123.1035 49.27691, -123.1034 49.27689, -123.1034 49.27688, -123.1034 49.27686, -123.1033 49.27682, -123.1033 49.2768, -123.1032 49.27678, -123.1032 49.27676, -123.1032 49.27673, -123.1031 49.27671, -123.1031 49.27668, -123.1031 49.27666, -123.103 49.27663, -123.1028 49.27641, -123.1028 49.27634)"
295810,Midtown,E 29th Ave,Shared Lanes,,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Shared Lanes,Shared Lanes,Yes,0,23.06865885761998,,,,348,295810,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0282 49.24453, -123.0279 49.24452)"
295814,Masumi Mitsui Greenway,Off Street,Protected Bike Lanes,OSS,Active,Off-street,EW,2W,Off Street,,Unpaved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,0,164.15103810682013,,,,349,295814,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.111 49.21777, -123.1133 49.21779)"
295815,Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,49.71058489012012,small protected section at Park Drive,,,350,295815,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1245 49.21703, -123.1245 49.21703, -123.1252 49.21704)"
295821,Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,0,55.55043574502012,,,,351,295821,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0793 49.2164, -123.0786 49.2164)"
