OID_,ID_CITY,bike_rout0,street_na0,bikeway_t0,subtype,status,street_se0,overall_d0,bikeway_d0,vehicle_d0,speed_lim0,surface_t0,aaa_netwo0,aaa_segme0,w_n_bound0,e_s_bound0,snow_remo0,year_of_c0,construct0,upgrade_y0,notes,ID_DATAENTRY,ID_ROUTE,DPR_CHECK_FLAG,DPR_ENTRY,DPR_EXCL_FLAG,DPR_EXCL1318_REASON,DPR_INCL_1318,DPR_INCL_LEN_1023,DPR_ORDER,LOC_ADJ_IN_ROUTE,LOC_FROM_STREET,LOC_ORIG_ROUTE_NAME,LOC_ORIG_STREET_NAME,LOC_ROUTE_NAME,LOC_STREET_NAME,LOC_TO_STREET,ATR_AAA_NETWORK,ATR_AAA_SEGMENT,ATR_BIKEWAY_DIRECTION,ATR_ES_BOUNDTYPE,ATR_ORIG_TYPE,ATR_OVERALL_DIRECTION,ATR_SEGMENT_LENGTH,ATR_SEGMENT_TYPE,ATR_SNOW_REMOVAL,ATR_SPEEDLIMIT_CITY,ATR_STATUS,ATR_SUBTYPE,ATR_SURFACE_TYPE,ATR_TYPE_CITY,ATR_TYPE_CURRENT,ATR_VEHICLE_DIRECTION,ATR_WN_BOUNDTYPE,INST_MIN_TRANSFORM,INST_COMMENTS,INST_DT_METHOD,INST_INCL_1318,INST_MIN_HTYPE,INST_TYPE,INST_WINDOW,INST_YR,INST_YR_ORIG,UPGR1_MIN_TRANSFORM,UPGR1_COMMENTS,UPGR1_DT_METHOD,UPGR1_INCL1318,UPGR1_MIN_HTYPE,UPGR1_TYPE,UPGR1_WINDOW,UPGR1_YR,UPGR1_YR_CITY,UPGR1_YR_ORIG,UPGR2_COMMENTS,UPGR2_DT_METHOD,UPGR2_MIN_TYPE,UPGR2_TYPE,UPGR2_WINDOW,UPGR2_YR,GENERAL_COMMENTS,CONSTRUCTION_NOTE,NOTES_ORIG,GEO_2D_POINT,GEO_JSON_GROUP,GEO_JSON_INDIV,GEO_XY_STRING,Categorized_Infra,MAP_LINK
2623,298274,Kent,SE Marine Drive,Protected Bike Lanes,OSS,Active,Arterial,EW,BD,Off Street,50,Paved,NO,YES,Protected Bike Lanes,Protected Bike Lanes,No,2003,No marking pre-2018 upgrade. bikeway on map, , ,639,VAN-R39,N,COMPLETE,N, ,Yes,Y,481,N5,"Around Borden St., south side of road",Kent,SE Marine Drive,Kent,SE Marine Drive, ,NO,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,91.69841167,Arterial,No,50,Active,OSS,Paved,Protected Bike Lanes,Protected Bike Lanes,Off Street,Protected Bike Lanes, ,"No dedicated lane or infrastructure, https://www.google.com/maps/@49.2109976,-123.074844,3a,90y,228.22h,73.45t/data=!3m7!1e1!3m5!1s6wCAG-TDgUQxz83sarA91w!2e0!5s20120701T000000!7i13312!8i6656 .",N,N,None,SSNDL, ,2003,2003, ,Fall 2017 determined through google earth,STSAT,Y,PBL,PBL-2,Fall 2017,2017,,, , , , , ,, ,No marking pre-2018 upgrade. bikeway on map, ,"49.21106161653998, -123.07508199494033","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.0757114510604, 49.21106708491653], [-123.07558251322648, 49.211065975683816], [-123.07446905763108, 49.21105627966119], [-123.07445253881687, 49.2110561490838]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.0757114510604, 49.21106708491653], [-123.07558251322648, 49.211065975683816], [-123.07446905763108, 49.21105627966119], [-123.07445253881687, 49.2110561490838]] }","[-123.0757114510604, 49.21106708491653], [-123.07558251322648, 49.211065975683816], [-123.07446905763108, 49.21105627966119], [-123.07445253881687, 49.2110561490838]",0,https://www.google.com/maps/place/49.21106161653998 -123.07508199494033
144,295136,Kent,W Kent Ave South,Protected Bike Lanes,OSS,Active,Sec Arterial,EW,BD,2W,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,No,2010,2014 - shared lane to protected,2014, ,751,VAN-R39,N,COMPLETE,N, ,Yes,Y,480,N1,Ash St,Kent,W Kent Ave South,Kent,W Kent Ave South, ,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,124.370516,Sec Arterial,No,50,Active,OSS,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes, ,"Decided to group with obs 750/751 given same upgrade date and prior installation being a sharrow (SSNDL): PRIOR: https://www.google.com/maps/@49.2057595,-123.1189752,3a,75y,111.7h,68.48t/data=!3m7!1e1!3m5!1sCCPGuVd-47vLy8E5nySJAg!2e0!5s20140501T000000!7i",N,N,None,SSNDL, ,2010,2010, ,"upgraded in 2014 to PBL-2 way, both obs 750/751:: determined through google satellite history to be July 2014 https://www.google.com/maps/@49.2057876,-123.1191768,3a,75y,104.72h,82.23t/data=!3m7!1e1!3m5!1siyiQN3FL-qpyt2kpQWduBQ!2e0!5s20150801T000000!7i13",STSAT,Y,PBL,PBL-2,14-Jul,2014,2014,2014, , , , , ,, ,2014 - shared lane to protected, ,"49.205575441857135, -123.11827092392714","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1191057431153, 49.205455261642925], [-123.1187060903439, 49.205517311540014], [-123.11830481246886, 49.20557474982891], [-123.11830476306342, 49.205574757075745], [-123.11790204","{ ""type"": ""LineString"", ""coordinates"": [[-123.1191057431153, 49.205455261642925], [-123.1187060903439, 49.205517311540014], [-123.11830481246886, 49.20557474982891], [-123.11830476306342, 49.205574757075745], [-123.11790204415719, 49.205627585350705], [-","[-123.1191057431153, 49.205455261642925], [-123.1187060903439, 49.205517311540014], [-123.11830481246886, 49.20557474982891], [-123.11830476306342, 49.205574757075745], [-123.11790204415719, 49.205627585350705], [-123.11743434288469, 49.205682683054164]",0,https://www.google.com/maps/place/49.205575441857135 -123.11827092392714
143,295135,Kent,W Kent Ave North,Protected Bike Lanes,SL,Active,Residential,EW,BD,2W,50,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,No,2009,2014 - shared lane to protected,2014, ,750,VAN-R39,N,COMPLETE,N, ,Yes,Y,479,N2,Ash St,Kent,W Kent Ave North,Kent,W Kent Ave North, ,YES,YES,BD,Protected Bike Lanes,Protected Bike Lanes,EW,132.8172434,Residential,No,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes, ,"Decided to group with obs 750/751 given same upgrade date and prior installation being a sharrow (SSNDL): PRIOR: https://www.google.com/maps/@49.2057595,-123.1189752,3a,75y,111.7h,68.48t/data=!3m7!1e1!3m5!1sCCPGuVd-47vLy8E5nySJAg!2e0!5s20140501T000000!7i",N,N,None,SSNDL, ,2009,2009, ,"upgraded in 2014 to PBL-2 way, both obs 750/751:: determined through google satellite history to be July 2014 https://www.google.com/maps/@49.2057876,-123.1191768,3a,75y,104.72h,82.23t/data=!3m7!1e1!3m5!1siyiQN3FL-qpyt2kpQWduBQ!2e0!5s20150801T000000!7i13",STSAT,Y,PBL,PBL-2,14-Jul,2014,2014,2014, , , , , ,, ,2014 - shared lane to protected, ,"49.20590709825526, -123.11821932292372","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11734148539098, 49.206068386909436], [-123.11909716045645, 49.20574580960108]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11734148539098, 49.206068386909436], [-123.11909716045645, 49.20574580960108]] }","[-123.11734148539098, 49.206068386909436], [-123.11909716045645, 49.20574580960108]",0,https://www.google.com/maps/place/49.20590709825526 -123.11821932292372
2577,298140,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,416,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,478,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,159.1847277,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.250630959487786, -123.04529083286972","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.04638446762816, 49.25063722420561], [-123.04638442366027, 49.25063722782138], [-123.04509453818089, 49.25063009434571], [-123.04419720184768, 49.25062405719669]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.04638446762816, 49.25063722420561], [-123.04638442366027, 49.25063722782138], [-123.04509453818089, 49.25063009434571], [-123.04419720184768, 49.25062405719669]] }","[-123.04638446762816, 49.25063722420561], [-123.04638442366027, 49.25063722782138], [-123.04509453818089, 49.25063009434571], [-123.04419720184768, 49.25062405719669]",0,https://www.google.com/maps/place/49.250630959487786 -123.04529083286972
3257,296482,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,415,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,477,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,51.30806869,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.25063915213913, -123.046736967807","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.0470894679645, 49.250641075912654], [-123.04708941849854, 49.25064107773188], [-123.046985537231, 49.2506405119484], [-123.04638446762816, 49.25063722420561]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.0470894679645, 49.250641075912654], [-123.04708941849854, 49.25064107773188], [-123.046985537231, 49.2506405119484], [-123.04638446762816, 49.25063722420561]] }","[-123.0470894679645, 49.250641075912654], [-123.04708941849854, 49.25064107773188], [-123.046985537231, 49.2506405119484], [-123.04638446762816, 49.25063722420561]",0,https://www.google.com/maps/place/49.25063915213913 -123.046736967807
3256,296480,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,414,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,476,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,169.9705117,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.250658956510875, -123.05340594393547","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05457366227193, 49.25065083512434], [-123.05302929863007, 49.25066314735107], [-123.0522382091848, 49.25066243911816]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05457366227193, 49.25065083512434], [-123.05302929863007, 49.25066314735107], [-123.0522382091848, 49.25066243911816]] }","[-123.05457366227193, 49.25065083512434], [-123.05302929863007, 49.25066314735107], [-123.0522382091848, 49.25066243911816]",0,https://www.google.com/maps/place/49.250658956510875 -123.05340594393547
579,296479,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,413,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,475,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,54.57469916,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.25063747301808, -123.05625927678382","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05663420610172, 49.25063455333765], [-123.05646286399977, 49.25063588394064], [-123.05588434750311, 49.250640397476346]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05663420610172, 49.25063455333765], [-123.05646286399977, 49.25063588394064], [-123.05588434750311, 49.250640397476346]] }","[-123.05663420610172, 49.25063455333765], [-123.05646286399977, 49.25063588394064], [-123.05588434750311, 49.250640397476346]",0,https://www.google.com/maps/place/49.25063747301808 -123.05625927678382
1314,295027,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,412,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,474,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,50.97933802,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.25065804913847, -123.04926553198585","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.04961576008472, 49.250660518729475], [-123.04900910314417, 49.25065602818801], [-123.04900906328986, 49.25065602280777], [-123.04891530805116, 49.250657174350465]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.04961576008472, 49.250660518729475], [-123.04900910314417, 49.25065602818801], [-123.04900906328986, 49.25065602280777], [-123.04891530805116, 49.250657174350465]] }","[-123.04961576008472, 49.250660518729475], [-123.04900910314417, 49.25065602818801], [-123.04900906328986, 49.25065602280777], [-123.04891530805116, 49.250657174350465]",0,https://www.google.com/maps/place/49.25065804913847 -123.04926553198585
2576,298139,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,411,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,473,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,146.6932503,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.250661667175976, -123.0512303522969","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.0522382091848, 49.25066243911816], [-123.05022249540902, 49.25066089523379]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.0522382091848, 49.25066243911816], [-123.05022249540902, 49.25066089523379]] }","[-123.0522382091848, 49.25066243911816], [-123.05022249540902, 49.25066089523379]",0,https://www.google.com/maps/place/49.250661667175976 -123.0512303522969
2762,295028,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,410,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,472,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,44.15505709,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.25066070700265, -123.04991912774686","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05022249540902, 49.25066089523379], [-123.05022245556005, 49.250660895251116], [-123.04961576008472, 49.250660518729475]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05022249540902, 49.25066089523379], [-123.05022245556005, 49.250660895251116], [-123.04961576008472, 49.250660518729475]] }","[-123.05022249540902, 49.25066089523379], [-123.05022245556005, 49.250660895251116], [-123.04961576008472, 49.250660518729475]",0,https://www.google.com/maps/place/49.25066070700265 -123.04991912774686
108,295029,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,409,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,471,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,132.8872144,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.25064912577255, -123.04800238800217","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.04891530805116, 49.250657174350465], [-123.04727478365832, 49.250642711123795], [-123.0470894679645, 49.250641075912654]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.04891530805116, 49.250657174350465], [-123.04727478365832, 49.250642711123795], [-123.0470894679645, 49.250641075912654]] }","[-123.04891530805116, 49.250657174350465], [-123.04727478365832, 49.250642711123795], [-123.0470894679645, 49.250641075912654]",0,https://www.google.com/maps/place/49.25064912577255 -123.04800238800217
580,296481,22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2009, , , ,408,VAN-R38,N,COMPLETE,N,No Upgrades in period,No,Y,470,Y,Install from: Nanaimo St.,22nd Ave,E 22nd Ave,22nd Ave,E 22nd Ave,Install to Renfrew St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,95.39193567,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,NtoPL,"PL both sides of road, parking adjascent, no apparent upgrade since 2009: https://www.google.com/maps/@49.2506731,-123.0455951,3a,75y,263.52h,86.03t/data=!3m7!1e1!3m5!1sTEIxBAcGvngyYArHEPh-iQ!2e0!5s20110801T000000!7i13312!8i6656 . Completed between May 2",ORIG,N,PL,PL, ,2009,2009, , , ,N, , , ,,,, , , , , ,, , , ,"49.25064561630034, -123.05522900488752","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.05588434750311, 49.250640397476346], [-123.05457366227193, 49.25065083512434]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.05588434750311, 49.250640397476346], [-123.05457366227193, 49.25065083512434]] }","[-123.05588434750311, 49.250640397476346], [-123.05457366227193, 49.25065083512434]",0,https://www.google.com/maps/place/49.25064561630034 -123.05522900488752
3201,296301,Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Arterial,EW,OW,OW,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,491,VAN-R37,N,COMPLETE,N,No Upgrades in period,No,Y,469,Y,Install from Jervis St.,Melville/Dunsmuir,Melville,Melville/Dunsmuir,Melville,Install to Art Phillips Park,NO,NO,OW,Painted Lanes,Painted Lanes,EW,221.4145665,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoPL,"PL one side of one-way road, no upgrades since pre2009: https://www.google.com/maps/@49.2882016,-123.1247493,3a,75y,352.65h,68.76t/data=!3m7!1e1!3m5!1sjJiuvnJV0OqLALylguT57A!2e0!5s20110801T000000!7i13312!8i6656 .",STSAT,N,PL,PL x1,Pre-2009,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.28716358884836, -123.12308786891552","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12200538974464, 49.28646338744956], [-123.12200543380979, 49.28646341258954], [-123.1241703466185, 49.28786379266129]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12200538974464, 49.28646338744956], [-123.12200543380979, 49.28646341258954], [-123.1241703466185, 49.28786379266129]] }","[-123.12200538974464, 49.28646338744956], [-123.12200543380979, 49.28646341258954], [-123.1241703466185, 49.28786379266129]",0,https://www.google.com/maps/place/49.28716358884836 -123.12308786891552
3030,295801,Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Arterial,EW,OW,OW,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,490,VAN-R37,N,COMPLETE,N,No Upgrades in period,No,Y,468,Y,Install from Jervis St.,Melville/Dunsmuir,Melville,Melville/Dunsmuir,Melville,Install to Art Phillips Park,NO,NO,OW,Painted Lanes,Painted Lanes,EW,59.11666328,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoPL,"PL one side of one-way road, no upgrades since pre2009: https://www.google.com/maps/@49.2882016,-123.1247493,3a,75y,352.65h,68.76t/data=!3m7!1e1!3m5!1sjJiuvnJV0OqLALylguT57A!2e0!5s20110801T000000!7i13312!8i6656 .",STSAT,N,PL,PL x1,Pre-2009,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.28627644601697, -123.12171636182286","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.12142733081045, 49.286089509363194], [-123.12142737212925, 49.286089536305276], [-123.12192328785399, 49.28641027846322], [-123.12200538974464, 49.28646338744956]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.12142733081045, 49.286089509363194], [-123.12142737212925, 49.286089536305276], [-123.12192328785399, 49.28641027846322], [-123.12200538974464, 49.28646338744956]] }","[-123.12142733081045, 49.286089509363194], [-123.12142737212925, 49.286089536305276], [-123.12192328785399, 49.28641027846322], [-123.12200538974464, 49.28646338744956]",0,https://www.google.com/maps/place/49.28627644601697 -123.12171636182286
3029,295800,Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Arterial,EW,OW,OW,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,489,VAN-R37,N,COMPLETE,N,No Upgrades in period,No,Y,467,Y,Install from Jervis St.,Melville/Dunsmuir,Melville,Melville/Dunsmuir,Melville,Install to Art Phillips Park,NO,NO,OW,Painted Lanes,Painted Lanes,EW,22.86611882,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoPL,"PL one side of one-way road, no upgrades since pre2009: https://www.google.com/maps/@49.2882016,-123.1247493,3a,75y,352.65h,68.76t/data=!3m7!1e1!3m5!1sjJiuvnJV0OqLALylguT57A!2e0!5s20110801T000000!7i13312!8i6656 .",STSAT,N,PL,PL x1,Pre-2009,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.28895394918708, -123.12563222082139","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1257426981391, 49.28888083656551], [-123.12574274357891, 49.28888085990348], [-123.12552165547231, 49.289027066646966]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1257426981391, 49.28888083656551], [-123.12574274357891, 49.28888085990348], [-123.12552165547231, 49.289027066646966]] }","[-123.1257426981391, 49.28888083656551], [-123.12574274357891, 49.28888085990348], [-123.12552165547231, 49.289027066646966]",0,https://www.google.com/maps/place/49.28895394918708 -123.12563222082139
1571,295799,Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Arterial,EW,OW,OW,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,2006, , , ,488,VAN-R37,N,COMPLETE,N,No Upgrades in period,No,Y,466,Y,Install from Jervis St.,Melville/Dunsmuir,Melville,Melville/Dunsmuir,Melville,Install to Art Phillips Park,NO,NO,OW,Painted Lanes,Painted Lanes,EW,160.8029949,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,OW,Painted Lanes,NtoPL,"PL one side of one-way road, no upgrades since pre2009: https://www.google.com/maps/@49.2882016,-123.1247493,3a,75y,352.65h,68.76t/data=!3m7!1e1!3m5!1sjJiuvnJV0OqLALylguT57A!2e0!5s20110801T000000!7i13312!8i6656 .",STSAT,N,PL,PL x1,Pre-2009,2006,2006, , , ,N, , , ,,,, , , , , ,, , , ,"49.28837231467251, -123.12495652234058","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1241703466185, 49.28786379266129], [-123.12473854649737, 49.288231321473546], [-123.1257426981391, 49.28888083656551]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1241703466185, 49.28786379266129], [-123.12473854649737, 49.288231321473546], [-123.1257426981391, 49.28888083656551]] }","[-123.1241703466185, 49.28786379266129], [-123.12473854649737, 49.288231321473546], [-123.1257426981391, 49.28888083656551]",0,https://www.google.com/maps/place/49.28837231467251 -123.12495652234058
