id,street,status,road_type,road_type_recode,install_year,install_type,verify_install_year,verify_install_date,verify_install_type,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,no_verify_install_type,geometry_len_km,geometry_crs,geometry,install_type2,verify_final_type,verify_final_year
297796,E 22nd Ave,Active,Collector,Collector,2009,Shared Lanes,,,,,,,,,,,,,,,0.04364916799958102,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0397 49.25061, -123.0391 49.25061)",SR,,
297798,E 22nd Ave,Active,Collector,Collector,2009,Shared Lanes,,,,,,,,,,,,,,,0.14319539994663874,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0365 49.2506, -123.0346 49.2506)",SR,,
297800,Homer,Active,Arterial,Arterial,2005,Painted Lanes,2005,Pre-2009,PL,"PL on east side (northbound) of road throughout this install, no upgrades aside from re-painting lanes (exact same): https://www.google.com/maps/@49.2803489,-123.1156262,3a,90y,194.44h,67.37t/data=!3m7!1e1!3m5!1srTqjo2RTrhc833afeBqMfA!2e0!5s20090401T0000",,,,,,,,,,,0.1645672584405016,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1185 49.27841, -123.1185 49.27841, -123.1201 49.27736)",PL,PL,2005
297801,Smithe,Active,Arterial,Arterial,2016,Protected Bike Lanes,2016,16-Aug,None,"less than 50% of install was protected, rest was a sharrow: https://www.google.com/maps/@49.2771832,-123.1165566,3a,35.9y,127.96h,82.26t/data=!3m7!1e1!3m5!1sIGoLFAaNNerWnG_PgORXXQ!2e0!5s20170601T000000!7i13312!8i6656 August 2016: https://www.cbc.ca/news/",2018,Summer 2018,PBL,"Upgrade in 2018 to 1way curb protected PBL, prior to Aug 2018 : https://www.google.com/maps/@49.2769408,-123.1162215,3a,75y,37.66h,66.35t/data=!3m7!1e1!3m5!1sl5nsNtGzbbToDATvTQOICg!2e0!5s20180801T000000!7i16384!8i8192 Summer 2018: https://vancouver.cityn",,,,,,,0.05693829186796694,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.116 49.27679, -123.1165 49.27716)",PBL,PBL,2018
297802,Smithe,Active,Arterial,Arterial,2016,Protected Bike Lanes,2016,16-Aug,None,"Part of route PBL prior to upgrade, but not more than 50% of route, decided to categorize install as SSNDL: https://www.google.com/maps/@49.2791966,-123.1196863,3a,90y,314.57h,65.66t/data=!3m7!1e1!3m5!1stvCjFAASXEBDqXh6ixvs0g!2e0!5s20190501T000000!7i1638",2021,Fall 2021,PBL,"PBL-1 way remained, reconstructed: https://www.google.com/maps/@49.2788076,-123.1191004,3a,71.4y,49.22h,44.98t/data=!3m7!1e1!3m5!1sbXEHeNQ5efvu_4pOTHzf5g!2e0!5s20220501T000000!7i16384!8i8191",,,,,,,0.049588351475877895,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1195 49.27904, -123.1199 49.27935)",PBL,PBL,2021
297803,Nelson,Active,Arterial,Arterial,2016,Protected Bike Lanes,2016,16-Jun,PBL,"one way PBL-1, one side of road only, road is one-way as well. Installed 2016, no upgrades since: https://www.google.com/maps/@49.2769864,-123.1195395,3a,75y,122.57h,59.91t/data=!3m7!1e1!3m5!1sTrSBqksRXXtS_HC_T_nzHA!2e0!5s20170601T000000!7i13312!8i6656.",,,,,,,,,,,0.056604262646853365,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1195 49.277, -123.1201 49.27736)",PBL,PBL,2016
297805,Burrard,Active,Arterial,Arterial,2016,Protected Bike Lanes,2016,Summer 2016,PBL,"PBL1 way southbound only, PL going northbound, both installed 2016, no bikways before install: https://www.google.com/maps/@49.2691263,-123.1456603,3a,67.8y,15.93h,79.69t/data=!3m7!1e1!3m5!1soEI0DDvmvIuqqQS2N9MJvg!2e0!5s20170501T000000!7i13312!8i6656 Sum",,,,"No upgrades since install: https://www.google.com/maps/@49.2691127,-123.1456642,3a,75y,15.93h,79.69t/data=!3m7!1e1!3m5!1sRMvvdDedwKmEWQQqjp6MxQ!2e0!5s20221101T000000!7i16384!8i8195",,,,,,,0.04833346086832237,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1456 49.26846, -123.1456 49.26846, -123.1456 49.26803)",PBL,PBL,2016
297807,Vanness,Active,Residential,Local,1986,Local Street,1986,,LSB,,,,,,,,,,,Local Street,0.02654479454237453,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.045 49.24364, -123.0446 49.24351)",LSB,,
297808,Vanness,Active,Residential,Local,1986,Local Street,1986,,LSB,,,,,,,,,,,Local Street,0.08289814386251891,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0407 49.24188, -123.0407 49.24188, -123.0397 49.24149, -123.0397 49.24149)",LSB,,
297811,Adanac,Active,Residential,Local,1993,Local Street,1993,,LSB,,,,,,,,,,,Local Street,0.03567105531003265,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0313 49.27744, -123.0308 49.27744)",LSB,,
297815,Keefer,Active,Residential,Local,1993,Local Street,1993,,LSB,,,,,,,,,,,Local Street,0.1415368466528732,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0916 49.27933, -123.0916 49.27933, -123.0896 49.27928)",LSB,,
297817,Crompton,Active,Residential,Local,2004,Local Street,2004,,LSB,,,,,,,,,,,Local Street,0.11047203106011548,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0807 49.21012, -123.0807 49.21111)",LSB,,
297819,E Kent Ave North,Active,Off-street,Off-street,2004,Protected Bike Lanes,,,,,,,,,,,,,,,0.12489967218273307,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0384 49.20639, -123.0384 49.20639, -123.0383 49.20639, -123.0368 49.20618, -123.0367 49.20614)",,,
297826,Dunsmuir Viaduct,Active,Arterial,Arterial,2006,Protected Bike Lanes,2006,"June, 2006",PL,Installed June 2006 https://council.vancouver.ca/20060418/documents/tt1_Dunsmuir.pdf,2010,10-Jun,PBL,includes viaduct and into downtown core: https://thirdwavecyclingblog.wordpress.com/2010/05/29/already-there-are-cyclists-on-dunsmuir-st-separated-bike-lanes/,,,,,,,0.08602759011735617,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1021 49.2775, -123.1022 49.2775, -123.1023 49.27749, -123.1033 49.27744, -123.1033 49.27744)",PBL,PBL,2010
297829,Off Street,Active,Off-street,Off-street,2009,Protected Bike Lanes,,,,,,,,,,,,,,,0.11527173184172881,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0458 49.25895, -123.0455 49.25904, -123.045 49.25912, -123.0447 49.25914, -123.0443 49.25914)",,,
297831,Slocan,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.02889613189747847,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0496 49.26342, -123.0496 49.26316)",LSB,,
297834,Slocan,Active,Sec Arterial,Collector,1998,Shared Lanes,,,,,,,,,,,,,,,0.06480636467316343,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0496 49.24852, -123.0496 49.24793)",SR,,
297838,Vivian St,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.05031612471935532,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0501 49.2289, -123.0501 49.22845)",LSB,,
297839,Vivian St,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.0700985242585307,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0504 49.2227, -123.0505 49.22227, -123.0505 49.22207)",LSB,,
297841,Vivian Drive,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.043707478716933444,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0506 49.21847, -123.0506 49.21807)",LSB,,
297842,Vivian Drive,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.10048529997235568,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0506 49.21937, -123.0506 49.21895, -123.0506 49.21847)",LSB,,
297847,Keefer,Active,Arterial,Arterial,1993,Local Street,1993,,LSB,,,,,,,,,,,Local Street,0.13050818890643018,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1022 49.27927, -123.1012 49.27951, -123.1005 49.2795, -123.1005 49.2795)",LSB,,
297848,Keefer,Active,Arterial,Arterial,1993,Local Street,1993,,LSB,,,,,,,,,,,Local Street,0.05455658363948828,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1005 49.2795, -123.1005 49.2795, -123.0997 49.27948)",LSB,,
297850,E 22nd Ave,Active,Collector,Collector,2009,Shared Lanes,,,,,,,,,,,,,,,0.1885884387347687,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0442 49.25062, -123.0442 49.25062, -123.0416 49.25061)",SR,,
297851,E 22nd Ave,Active,Collector,Collector,2009,Shared Lanes,,,,,,,,,,,,,,,0.14017717640511437,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0416 49.25061, -123.041 49.25061, -123.0399 49.25061, -123.0397 49.25061, -123.0397 49.25061)",SR,,
297854,E 22nd Ave,Active,Collector,Collector,2009,Shared Lanes,,,,,,,,,,,,,,,0.10395291657955737,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.03 49.25061, -123.03 49.25061, -123.0285 49.25063)",SR,,
297859,Quebec,Active,Sec Arterial,Collector,2009,Painted Lanes,2009,,PL,"Installed 2009, no upgrades since them, painted lane, one side of road (going north). Painted few times over the years but no changes to design or layout: https://www.google.com/maps/@49.2743676,-123.10174,3a,75y,340.35h,81.62t/data=!3m6!1e1!3m4!1sTSY00G",,,,,,,,,,,0.04284137556689583,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.102 49.27534, -123.1019 49.27495, -123.1019 49.27495)",PL,PL,2009
297862,Penticton,Active,Residential,Local,1986,Local Street,1986,,LSB,,,,,,,,,,,Local Street,0.0460475896506607,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.052 49.24504, -123.052 49.24503, -123.052 49.24462)",LSB,,
297863,Lakewood,Active,Residential,Local,1986,Local Street,1986,,LSB,,,,,,,,,,,Local Street,0.05031674269583665,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0621 49.25905, -123.0621 49.25881, -123.0621 49.2586)",LSB,,
297867,Cypress,Active,Residential,Local,1996,Local Street,1996,,LSB,,,,,,,,,,,Local Street,0.05117994721184761,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1483 49.25861, -123.1483 49.25861, -123.1483 49.25851, -123.1483 49.25815)",LSB,,
297871,Off Street,Active,Off-street,Off-street,1990,Protected Bike Lanes,,,,,,,,,,,,,,,0.6355263008803601,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1457 49.29029, -123.1457 49.29031, -123.1458 49.29032, -123.1459 49.29032, -123.1461 49.29034, -123.1464 49.29038, -123.1467 49.29046, -123.1468 49.29054, -123.147 49.29064, -123.1472 49.29078, -123.1473 49.29088, -123.1473 49.29089, -123.1482 49.29161, -123.1482 49.29161, -123.149 49.29231, -123.1494 49.29265, -123.1496 49.29282, -123.1497 49.2929, -123.1497 49.29299, -123.1498 49.29307, -123.1498 49.29316, -123.1498 49.29324, -123.1497 49.29333, -123.1497 49.2934, -123.1497 49.2937, -123.1496 49.29385, -123.1494 49.29408, -123.1492 49.29422, -123.1492 49.29425, -123.1491 49.29427, -123.1491 49.2943, -123.1486 49.29446)",,,
297873,Off Street,Active,Off-street,Off-street,1990,Protected Bike Lanes,,,,,,,,,,,,,,,0.15327656725780003,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1278 49.27101, -123.1278 49.27099, -123.1276 49.27099, -123.1276 49.27099, -123.1273 49.27079, -123.1272 49.27077, -123.1272 49.27075, -123.1271 49.27073, -123.1271 49.27072, -123.1265 49.27072, -123.1265 49.27073, -123.1265 49.27075, -123.1262 49.27099, -123.1261 49.27104)",,,
297875,Off Street,Active,Off-street,Off-street,1990,Protected Bike Lanes,,,,,,,,,,,,,,,0.2409958572248529,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1064 49.27575, -123.1064 49.27574, -123.1062 49.27573, -123.1053 49.27572, -123.1051 49.27571, -123.1049 49.27569, -123.1049 49.27569, -123.1033 49.27567, -123.1032 49.27564, -123.1032 49.27558)",,,
297877,Dunsmuir Viaduct,Active,Arterial,Arterial,2006,Protected Bike Lanes,2006,"June, 2006",PL,Installed June 2006 https://council.vancouver.ca/20060418/documents/tt1_Dunsmuir.pdf,2010,10-Jun,PBL,includes viaduct and into downtown core: https://thirdwavecyclingblog.wordpress.com/2010/05/29/already-there-are-cyclists-on-dunsmuir-st-separated-bike-lanes/,,,,,,,0.056480734826573065,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.11 49.27949, -123.1106 49.27985)",PBL,PBL,2010
297881,W 67th Ave,Active,Residential,Local,2017,Local Street,2017,,LSB,,,,,,,,,,,Local Street,0.050112217855230894,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1336 49.21078, -123.1343 49.21079)",LSB,,
297883,W 67th Ave,Active,Residential,Local,2017,Local Street,2017,,LSB,,,,,,,,,,,Local Street,0.05466665050098024,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.137 49.21083, -123.1378 49.21084)",LSB,,
297887,Alder,Active,Residential,Local,2018,Local Street,2018,,LSB,,,,,,,,,,,Local Street,0.05621742609285545,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1314 49.26348, -123.1314 49.26298)",LSB,,
297894,W 18th Ave,Active,Residential,Local,2013,Local Street,2013,,LSB,,,,,,,,,,,Local Street,0.0632840284996075,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1818 49.25647, -123.181 49.25647)",LSB,,
297895,Quadra,Active,Residential,Local,2013,Local Street,2013,,LSB,,,,,,,,,,,Local Street,0.03145241451856382,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1797 49.25646, -123.1795 49.25624)",LSB,,
297901,Midlothian Ave,Active,Sec Arterial,Collector,2006,Painted Lanes,2006,Pre-2007,PL,"PL both sides of road, no upgrades since installation: https://www.google.com/maps/@49.2448375,-123.1113273,3a,75y,310.9h,69.88t/data=!3m7!1e1!3m5!1sKFz0BHVuxjsBZS17urD8gg!2e0!5s20201101T000000!7i16384!8i8192 . Pre-2007: https://www.google.com/maps/@49.2",,,,,,,,,,,0.08204629735341921,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1113 49.24485, -123.1113 49.24485, -123.1114 49.24486, -123.1114 49.24488, -123.1114 49.24489, -123.1114 49.2449, -123.1115 49.24491, -123.1115 49.24492, -123.1115 49.24494, -123.1116 49.24495, -123.1116 49.24495, -123.1116 49.24496, -123.1116 49.24496, -123.1117 49.24498, -123.1117 49.24498, -123.1117 49.24499, -123.1117 49.245, -123.1117 49.245, -123.1118 49.24501, -123.1118 49.24502, -123.1118 49.24503, -123.1119 49.24504, -123.1119 49.24504, -123.1119 49.24505, -123.1119 49.24505, -123.112 49.24506, -123.112 49.24506, -123.112 49.24507, -123.112 49.24508, -123.1121 49.24508, -123.1121 49.24508, -123.1121 49.24509, -123.1122 49.2451, -123.1122 49.2451, -123.1122 49.2451, -123.1122 49.2451, -123.1122 49.24511, -123.1123 49.24511, -123.1123 49.24512, -123.1123 49.24512, -123.1123 49.24512, -123.1124 49.24512)",PL,PL,2006
297904,Ontario,Active,Residential,Local,1995,Local Street,1995,,LSB,,,,,,,,,,,Local Street,0.28555007622540385,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1068 49.20686, -123.1067 49.20943)",LSB,,
297906,Ontario,Active,Residential,Local,1995,Local Street,1995,,LSB,,,,,,,,,,,Local Street,0.09655547357013355,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1064 49.21508, -123.1064 49.21508, -123.1064 49.21487, -123.1064 49.21421)",LSB,,
297911,Off Street,Active,Off-street,Off-street,1993,Protected Bike Lanes,,,,,,,,,,,,,,,0.20811260791702932,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0261 49.29102, -123.0261 49.29102, -123.026 49.29155, -123.026 49.29159, -123.026 49.29183, -123.026 49.29213, -123.026 49.2922, -123.026 49.29221, -123.0261 49.29287)",,,
297914,E 38th Ave,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.049254156845991326,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0654 49.23593, -123.0648 49.23593)",LSB,,
297918,SE Marine Drive,Active,Arterial,Arterial,2003,Shared Lanes,,,,,,,,,,,,,,,0.04416405823234714,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0769 49.21108, -123.0763 49.21107)",SR,,
297921,Yukon,Active,Off-street,Off-street,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.0549968922671066,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1125 49.25581, -123.1125 49.25581, -123.1125 49.2563, -123.1125 49.2563)",,,
297927,W 33rd Ave,Active,Collector,Collector,2005,Painted Lanes,2005,Pre-2007,PL,"Painted lane, parking adjascent, no buffer, installed 2005, no upgrades, not painted since installation. https://www.google.com/maps/@49.2419966,-123.1457158,3a,75y,57.21h,22.61t/data=!3m7!1e1!3m5!1sC2zaGUregeiWD5M0J5OfPw!2e0!5s20220501T000000!7i16384!8i",,,,"Google maps shows no evident upgrades: https://www.google.com/maps/@49.2420019,-123.1479174,3a,90y,40.63h,72.33t/data=!3m7!1e1!3m5!1slZfHqezsR8PjJo8N7QV_Zg!2e0!5s20190501T000000!7i16384!8i8197",,,,,,,0.01478628090555048,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1468 49.24198, -123.147 49.24199)",PL,PL,2005
297931,E Kent Ave North,Active,Off-street,Off-street,2004,Protected Bike Lanes,,,,,,,,,,,,,,,0.14134575993585427,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0524 49.2061, -123.0505 49.20626, -123.0505 49.20626)",,,
297932,E Kent Ave North,Active,Off-street,Off-street,2004,Protected Bike Lanes,,,,,,,,,,,,,,,0.0796550084435736,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0535 49.20601, -123.0535 49.20601, -123.0524 49.2061)",,,
297934,Off Street,Active,Off-street,Off-street,2009,Protected Bike Lanes,,,,,,,,,,,,,,,0.14579766040652986,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1405 49.27377, -123.1401 49.27382, -123.1397 49.27384, -123.1396 49.27391, -123.1395 49.27393, -123.1395 49.27406, -123.1395 49.27406, -123.1396 49.27441, -123.1397 49.27457, -123.1397 49.27458)",,,
297937,W 3rd Ave,Active,Residential,Local,1990,Local Street,1990,,LSB,,,,,,,,,,,Local Street,0.13882918017922202,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1857 49.26952, -123.1876 49.26955, -123.1876 49.26955)",LSB,,
297938,W 3rd Ave,Active,Residential,Local,1990,Local Street,1990,,LSB,,,,,,,,,,,Local Street,0.14036984159048962,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1817 49.26945, -123.1836 49.26948)",LSB,,
297940,Upland Drive,Active,Residential,Local,2012,Local Street,2012,,LSB,,,,,,,,,,,Local Street,0.05171395695441821,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0666 49.21807, -123.0659 49.21807)",LSB,,
297948,Ashburn,Active,Residential,Local,2012,Local Street,2012,,LSB,,,,,,,,,,,Local Street,0.04796905168972813,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0554 49.21795, -123.0558 49.21763)",LSB,,
297951,Dunbar,Active,Arterial,Arterial,2010,Shared Lanes,,,,,,,,,,,,,,,0.06420881559854112,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1851 49.25793, -123.1851 49.25735)",SR,,
297954,Dunbar,Active,Arterial,Arterial,2010,Shared Lanes,,,,,,,,,,,,,,,0.06349036442017503,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1852 49.25006, -123.1852 49.24988, -123.1852 49.24949)",SR,,
297955,Dunbar,Active,Arterial,Arterial,2010,Painted Lanes,2010,,PL,"PL both sides, parking adjascent, no apparent upgrades since 2010: https://www.google.com/maps/@49.2366237,-123.1852943,3a,75y,21.63h,79.72t/data=!3m7!1e1!3m5!1sTiOEVBKn-vi8IHznsljN_w!2e0!5s20220501T000000!7i16384!8i8192 . Occurred between Jun 2009 and A",,,,,,,,,,,0.05290929354272881,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1852 49.24902, -123.1852 49.24854)",PL,PL,2010
297956,Dunbar,Active,Arterial,Arterial,2010,Painted Lanes,2010,,PL,"PL both sides, parking adjascent, no apparent upgrades since 2010: https://www.google.com/maps/@49.2366237,-123.1852943,3a,75y,21.63h,79.72t/data=!3m7!1e1!3m5!1sTiOEVBKn-vi8IHznsljN_w!2e0!5s20220501T000000!7i16384!8i8192 . Occurred between Jun 2009 and A",,,,,,,,,,,0.052912597637260056,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1852 49.24854, -123.1852 49.24807)",PL,PL,2010
297957,W 29th Ave,Active,Residential,Local,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.11977055337496784,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1952 49.24622, -123.1967 49.24622, -123.1968 49.24624)",LSB,,
297959,W 29th Ave,Active,Residential,Local,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.046477733908690866,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1813 49.24616, -123.1819 49.24616)",LSB,,
297960,W 29th Ave,Active,Residential,Local,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.050140864630317236,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1779 49.24614, -123.1786 49.24614)",LSB,,
297961,W 29th Ave,Active,Residential,Local,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.06982884082911492,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1968 49.24624, -123.1978 49.24625)",LSB,,
297962,W 29th Ave,Active,Residential,Local,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.06982685016519684,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1978 49.24625, -123.1987 49.24625)",LSB,,
297963,SW Marine Drive,Active,Residential,Local,1997,Painted Lanes,1997,Pre-2007,PL,"pl both sides, installed prior to 2007, no upgrades since: https://www.google.com/maps/@49.2351588,-123.1978631,3a,75y,313.95h,84.1t/data=!3m7!1e1!3m5!1sjWOykhQW60Jz97fa5Dg0zQ!2e0!5s20070901T000000!7i3328!8i1664 .",,,,,,,,,,,0.1019336884506276,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1968 49.23482, -123.1968 49.23482, -123.1978 49.23518, -123.1981 49.23525)",PL,PL,1997
297971,Valley Drive,Active,Residential,Local,2008,Local Street,2008,,LSB,,,,,,,,,,,Local Street,0.03844145517491969,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1589 49.24926, -123.1588 49.24907, -123.1587 49.24895)",LSB,,
297973,Valley Drive,Active,Residential,Local,2008,Local Street,2008,,LSB,,,,,,,,,,,Local Street,0.05608614696677512,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1611 49.25226, -123.1611 49.25226, -123.1607 49.2518, -123.1607 49.2518)",LSB,,
297975,Trafalgar,Active,Residential,Local,2004,Local Street,2004,,LSB,,,,,,,,,,,Local Street,0.048787595068554554,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1645 49.26744, -123.1646 49.267)",LSB,,
297977,Trafalgar,Active,Residential,Local,2008,Local Street,2008,,LSB,,,,,,,,,,,Local Street,0.03741213815848587,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1649 49.25795, -123.1649 49.25761, -123.1649 49.25761)",LSB,,
297982,Glen Drive,Active,Residential,Local,2003,Local Street,2003,,LSB,,,,,,,,,,,Local Street,0.05088483939830765,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0813 49.26381, -123.0813 49.26336, -123.0813 49.26336)",LSB,,
297988,Heather,Active,Residential,Local,1997,Local Street,1997,,LSB,,,,,,,,,,,Local Street,0.056271569839648684,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1199 49.2633, -123.1199 49.26279)",LSB,,
297990,Heather,Active,Residential,Local,1997,Local Street,1997,,LSB,,,,,,,,,,,Local Street,0.014094415904206797,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.12 49.25907, -123.12 49.25907, -123.12 49.25895)",LSB,,
297993,E 38th Ave,Active,Residential,Local,1998,Local Street,1998,,LSB,,,,,,,,,,,Local Street,0.1347624966382927,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0613 49.23591, -123.0595 49.2359)",LSB,,
298004,Puget Drive,Active,Residential,Local,2009,Local Street,2009,,LSB,,,,,,,,,,,Local Street,0.056442806622732884,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1751 49.25418, -123.1754 49.25464, -123.1754 49.25464)",LSB,,
298005,Valley Drive,Active,Residential,Local,2008,Local Street,2008,,LSB,,,,,,,,,,,Local Street,0.37368305369510624,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1524 49.24475, -123.1524 49.24475, -123.151 49.24387, -123.151 49.24385, -123.151 49.24383, -123.151 49.24381, -123.1509 49.24379, -123.1509 49.24379, -123.1509 49.24376, -123.1509 49.24374, -123.1509 49.24374, -123.1509 49.24374, -123.1508 49.24372, -123.1508 49.2437, -123.1508 49.24368, -123.1508 49.24365, -123.1507 49.24363, -123.1507 49.24363, -123.1507 49.24363, -123.1507 49.24361, -123.1507 49.24359, -123.1507 49.24359, -123.1507 49.24356, -123.1507 49.24356, -123.1507 49.24354, -123.1506 49.24351, -123.1506 49.24351, -123.1506 49.2435, -123.1501 49.2429, -123.1494 49.24203, -123.1494 49.24203)",LSB,,
298006,Lynbrook Drive,Active,Residential,Local,2012,Local Street,2012,,LSB,,,,,,,,,,,Local Street,0.05680474367852952,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0545 49.21707, -123.0544 49.21709, -123.0544 49.21709, -123.054 49.21714, -123.0538 49.21714, -123.0537 49.21715)",LSB,,
298007,Lynbrook Drive,Active,Residential,Local,2012,Local Street,2012,,LSB,,,,,,,,,,,Local Street,0.0686506783962969,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0537 49.21715, -123.0535 49.21715, -123.0533 49.21715, -123.0528 49.21713)",LSB,,
298013,Duchess,Active,Residential,Local,2020,Local Street,2020,,LSB,,,,,,,,,,,Local Street,0.03183110730823372,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0493 49.24205, -123.0496 49.24181)",LSB,,
298019,Duchess,Active,Residential,Local,2020,Local Street,2020,,LSB,,,,,,,,,,,Local Street,0.03003191107835073,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0519 49.23998, -123.0521 49.23976)",LSB,,
