title,year,adj_len,adj_len_norm,verify_install_type,install_len,upgrade1_len,upgrade1_len_replaced,upgrade2_len,upgrade2_len_replaced
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2018,7.1762329157597105,3.227158751522108,BUF,1.038785792070866,6.137447123688845,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2018,1.3483849444034663,0.6063699889389155,N,2.409776224574799,0,1.0613912801713328,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2018,0.4218825734909819,0.1897209936101911,None,7.092444663141922,0.2821179016044746,6.9526799912554145,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2018,21.952900183359695,9.872240042883345,PBL,8.03919504133732,13.00318604242358,0.34674593721053687,1.2572650368093288,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2018,39.25819425293716,17.654447206429445,PL,46.39593962308542,5.508577008796277,12.786699223776756,0.1403768448322177,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2019,8.003675713866249,3.59926056296544,BUF,1.038785792070866,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2019,0.31352339905301907,0.1409917700467775,N,2.409776224574799,0,2.09625282552178,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2019,0.4218825734909819,0.1897209936101911,None,7.092444663141922,0.2821179016044746,6.9526799912554145,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2019,22.98776172871014,10.337618261775482,PBL,8.03919504133732,14.038047587774027,0.34674593721053687,1.2572650368093288,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2019,38.94911682379673,17.515454793271005,PL,46.39593962308542,6.026942377762381,13.614142021883293,0.1403768448322177,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2020,9.00390715723656,4.049065592137681,BUF,2.039017235441177,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2020,0.31352339905301907,0.1409917700467775,N,2.409776224574799,0,2.09625282552178,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2020,0.9795631343705082,0.4405104710035114,None,7.092444663141922,0.8397984624840001,6.9526799912554145,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2020,25.360646728718248,11.404706897836151,PBL,8.764505724535155,15.58636685532955,0.34674593721053687,1.3565200860640756,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2020,38.32136664778069,17.23315494346391,PL,47.497996445534184,6.101509848080189,15.4185164906659,0.1403768448322177,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2021,9.00390715723656,4.049065592137681,BUF,2.039017235441177,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2021,0,0,N,2.409776224574799,0,2.409776224574799,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2021,0.8397984624840005,0.37765816543778413,None,7.092444663141922,0.8397984624840001,7.092444663141922,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2021,29.881956997686302,13.437944415922248,PBL,10.913394624407964,17.85959044280436,0.34674593721053687,1.4557178676845115,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2021,36.5510378339699,16.437036396083062,PL,47.497996445534184,6.101509848080189,17.18884530447669,0.1403768448322177,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2022,9.00390715723656,4.049065592137681,BUF,2.039017235441177,6.964889921795383,0,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2022,0,0,N,2.409776224574799,0,2.409776224574799,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2022,0.8397984624840005,0.37765816543778413,None,7.092444663141922,0.8397984624840001,7.092444663141922,0,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2022,29.986153934281422,13.484801877178317,PBL,10.913394624407964,17.96378737939948,0.34674593721053687,1.4557178676845115,0
"Vancouver, CA (~2223.7 km, without Local Street Bikeways)",2022,37.045829561709795,16.659544705540224,PL,47.99278817327407,6.101509848080189,17.18884530447669,0.1403768448322177,0
"Calgary, CA (~7931.2 km Total Roadway)",2007,2.0114247413743844,0.2536091312001191,PL,2.0114247413743844,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2009,0,0,BUF,0,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2009,0.17084231941256903,0.021540538558171403,None,0.17084231941256903,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2009,0,0,PBL,0,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2009,7.622779769056399,0.9611130433044683,PL,7.622779769056399,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2010,0,0,BUF,0,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2010,0.17084231941256903,0.021540538558171403,None,0.17084231941256903,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2010,0,0,PBL,0,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2010,12.258462997732135,1.5456000350176688,PL,12.258462997732135,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2011,0.5497269083287707,0.06931194627909658,BUF,0.5497269083287707,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2011,0.6630788737941626,0.0836038523545192,None,0.6630788737941626,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2011,0,0,PBL,0,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2011,19.146525096937598,2.414076696708896,PL,19.146525096937598,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2012,0.5497269083287707,0.06931194627909658,BUF,0.5497269083287707,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2012,0.8021772732474535,0.10114198018552722,None,0.8021772732474535,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2012,0.5606499029843608,0.07068916468937371,PBL,0.5606499029843608,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2012,23.862411578702968,3.008676061466483,PL,23.862411578702968,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2013,0.5497269083287707,0.06931194627909658,BUF,0.5497269083287707,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2013,1.3628271762318143,0.17183114487490092,None,0.8021772732474535,0.5606499029843608,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2013,0.7032265706726415,0.08866584762364352,PBL,1.2638764736570023,0,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2013,26.300523736642923,3.3160837876541915,PL,26.300523736642923,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2014,0.7260592902544,0.09154469566451483,BUF,0.7260592902544,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2014,1.3628271762318143,0.17183114487490092,None,0.8021772732474535,0.5606499029843608,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2014,1.2519234816776696,0.1578479273852216,PBL,1.8125733846620304,0,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2014,34.45397654506426,4.344106383027065,PL,34.45397654506426,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2015,0.7260592902544,0.09154469566451483,BUF,0.7260592902544,0,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2015,1.2237287767785234,0.15429301704389292,None,0.8021772732474535,0.5606499029843608,0.13909839945329086,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2015,6.605611391474206,0.832864054805604,PBL,7.166261294458566,0,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2015,34.74944176749936,4.381359916216886,PL,34.610343368046074,0.13909839945329086,0,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2016,0.7445163385402327,0.09387184014275679,BUF,0.7260592902544,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2016,1.2237287767785234,0.15429301704389292,None,0.8021772732474535,0.5606499029843608,0.13909839945329086,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2016,7.878109379682792,0.9933061049630311,PBL,8.34394817393003,0.094811108737123,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2016,40.33494820239672,5.085604725942697,PL,40.309117959966386,0.13909839945329086,0.11326815702295581,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2017,0.7445163385402327,0.09387184014275679,BUF,0.7260592902544,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2017,1.2237287767785234,0.15429301704389292,None,0.8021772732474535,0.5606499029843608,0.13909839945329086,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2017,8.025597097476538,1.0119019943358556,PBL,8.491435891723777,0.094811108737123,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2017,49.73379610465014,6.27065212132466,PL,49.70796586221981,0.13909839945329086,0.11326815702295581,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2018,0.7445163385402327,0.09387184014275679,BUF,0.7260592902544,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2018,1.2237287767785234,0.15429301704389292,None,0.8021772732474535,0.5606499029843608,0.13909839945329086,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2018,8.025597097476538,1.0119019943358556,PBL,8.491435891723777,0.094811108737123,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2018,54.66116592859741,6.891916220571593,PL,54.63533568616708,0.13909839945329086,0.11326815702295581,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2019,0.7445163385402327,0.09387184014275679,BUF,0.7260592902544,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2019,1.2237287767785234,0.15429301704389292,None,0.8021772732474535,0.5606499029843608,0.13909839945329086,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2019,9.283455913483321,1.1704982743447803,PBL,9.582087628153632,0.26201818831405055,0.5606499029843608,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2019,55.27998190349684,6.969939215187719,PL,55.421358740643434,0.13909839945329086,0.2804752365998834,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2020,0.7445163385402327,0.09387184014275679,BUF,0.7260592902544,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2020,1.646698585449983,0.2076228799488076,None,0.8021772732474535,0.9836197116558203,0.13909839945329086,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2020,14.231725716742982,1.7943975333799405,PBL,13.56708412314539,1.6482613052534114,0.9836197116558203,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2020,55.75764257208097,7.03016473825915,PL,55.89901940922756,0.13909839945329086,0.2804752365998834,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2021,4.764230349993674,0.60069476876055,BUF,4.745773301707841,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2021,1.544269614640181,0.19470819228366215,None,0.8021772732474535,0.9836197116558203,0.8021772732474535,0,0.5606499029843608
"Calgary, CA (~7931.2 km Total Roadway)",2021,23.504495796608985,2.9635484916039165,PBL,20.48324581461341,3.4442197906670344,0.9836197116558203,0.5606499029843608,0
"Calgary, CA (~7931.2 km Total Roadway)",2021,55.8742389259899,7.044865710862152,PL,56.070546340635495,0.13909839945329086,0.3354058140988839,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2022,4.764230349993674,0.60069476876055,BUF,4.745773301707841,0.11326815702295581,0.094811108737123,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2022,1.9672394233116406,0.24803805518857686,None,0.8021772732474535,0.9836197116558203,0.8021772732474535,0,0.9836197116558203
"Calgary, CA (~7931.2 km Total Roadway)",2022,26.930766546334752,3.3955475270242523,PBL,23.18811051547182,3.7426560308629333,0.9836197116558203,0.9836197116558203,0
"Calgary, CA (~7931.2 km Total Roadway)",2022,55.575802685794,7.0072375789028145,PL,56.070546340635495,0.13909839945329086,0.633842054294783,0,0
"Calgary, CA (~7931.2 km Total Roadway)",2023,23.42134064494653,2.9530639304199275,PBL,23.42134064494653,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2001,2.312403027288984,0.4144537095904549,PL,2.312403027288984,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2003,2.941925731524225,0.5272835307603372,PL,2.941925731524225,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2006,3.0059198762000987,0.5387532487722871,PL,3.0059198762000987,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2007,40.4597773396194,7.251635899849339,PL,40.4597773396194,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2008,42.54025725026556,7.624521857236543,PL,42.54025725026556,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2009,1.5552080523160956,0.2787410926472552,BUF,1.5552080523160956,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2009,0,0,None,0,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2009,0,0,PBL,0,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2009,102.57003902964047,18.383704167050304,PL,102.57003902964047,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2009,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2010,1.5552080523160956,0.2787410926472552,BUF,1.5552080523160956,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2010,0,0,None,0,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2010,0,0,PBL,0,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2010,107.16635358228159,19.207505033208157,PL,107.16635358228159,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2010,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2011,2.0793193597091433,0.37267795098203094,BUF,1.5552080523160956,0.5241113073930478,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2011,0.10447268551414533,0.018724716907578834,None,0.10447268551414533,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2011,0,0,PBL,0,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2011,108.72245244487085,19.48640578644135,PL,108.72245244487085,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2011,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2012,2.0793193597091433,0.37267795098203094,BUF,1.5552080523160956,0.5241113073930478,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2012,0.10447268551414533,0.018724716907578834,None,0.10447268551414533,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2012,0,0,PBL,0,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2012,109.47237512554965,19.62081498468467,PL,109.47237512554965,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2012,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2013,2.538601726555311,0.4549954702217642,BUF,1.5552080523160956,0.9833936742392153,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2013,0.10447268551414533,0.018724716907578834,None,0.10447268551414533,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2013,2.547181451916014,0.45653322076137476,PBL,0,2.547181451916014,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2013,108.9520761978994,19.527561421998673,PL,111.95854001666159,0,3.0064638187621817,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2013,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2014,6.418670945391417,1.150423153993515,BUF,3.2551817021471607,3.163489243244257,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2014,0.10447268551414533,0.018724716907578834,None,0.10447268551414533,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2014,7.745871790002727,1.3882983457007434,PBL,2.226731935796805,5.519139854205923,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2014,109.13481518562207,19.560313866297825,PL,117.2933329756792,0,8.158517790057132,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2014,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2015,6.548220090930886,1.17364234342956,BUF,4.629915826384821,3.5435872602212077,1.6252829956751436,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2015,0.22437935561554778,0.04021567831945152,None,0.22437935561554778,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2015,13.16012116471439,2.358698276645229,PBL,5.225533318711344,7.934587846003046,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2015,113.98584044462682,20.429766721265157,PL,121.93561616339092,1.379005084391967,9.328780803156063,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2015,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2016,6.548220090930886,1.17364234342956,BUF,4.629915826384821,3.5435872602212077,1.6252829956751436,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2016,0.22437935561554778,0.04021567831945152,None,0.22437935561554778,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2016,16.03496083038445,2.8739579220676865,PBL,7.436844589800867,8.598116240583584,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2016,118.5741917624672,21.252140330943686,PL,125.5794439059695,2.9870570542343042,9.992309197736601,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2016,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2017,6.548220090930886,1.17364234342956,BUF,4.629915826384821,3.5435872602212077,1.6252829956751436,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2017,0.22437935561554778,0.04021567831945152,None,0.22437935561554778,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2017,19.441989551869277,3.484602206665462,PBL,9.692792260324675,9.7491972915446,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2017,123.59571609951544,22.15215186212056,PL,131.16802616797665,3.5710801802363963,11.143390248697617,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2017,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2018,10.08245919631641,1.8070866394803045,BUF,8.164154931770346,3.5435872602212077,1.6252829956751436,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2018,0.22437935561554778,0.04021567831945152,None,0.22437935561554778,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2018,22.61816871180197,4.053871153135099,PBL,11.040575106491996,11.577593605309973,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2018,126.08281950390273,22.597917249866068,PL,133.65512957236393,3.5710801802363963,11.143390248697617,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2018,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2019,12.446286877910577,2.230757228001322,BUF,10.21728611230842,3.854283761277301,1.6252829956751436,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2019,0.22437935561554778,0.04021567831945152,None,0.22437935561554778,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2019,23.631103505901734,4.235420207531587,PBL,11.21498175707141,12.416121748830324,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2019,126.06654324773633,22.595000044401967,PL,134.41709470922743,3.942063431782957,12.292614893274063,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2019,0.9205236883250882,0.16498614337116685,SR,0.9205236883250882,0,0,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2020,18.854700886121314,3.379342023536817,BUF,17.237681363501313,4.706682479030914,3.7804574744439545,0,0.6907945180330438
"Toronto, CA (~5579.4 km Total Roadway)",2020,0,0,None,0.22437935561554778,0,0.22437935561554778,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2020,55.10725537765281,9.87691425200789,PBL,29.627411179392073,24.789049680227695,0,0.6907945180330438,0
"Toronto, CA (~5579.4 km Total Roadway)",2020,127.38256109653017,22.83087089947489,PL,139.02962286101712,8.051669276899373,19.698731041386313,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2020,0,0,SR,0.9205236883250882,0,0.9205236883250882,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2021,20.028911779632164,3.5897967128422708,BUF,17.237681363501313,4.913323652613011,5.452265690366416,0,3.3301724538842534
"Toronto, CA (~5579.4 km Total Roadway)",2021,0,0,None,0.22437935561554778,0,0.22437935561554778,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2021,70.81718039236341,12.692615763767327,PBL,36.761401801625034,30.665013710425566,0,3.390764880312814,0
"Toronto, CA (~5579.4 km Total Roadway)",2021,132.34923564681387,23.721051662690233,PL,147.93586841752668,8.051669276899373,23.638302047612168,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2021,0,0,SR,0.9205236883250882,0,0.9205236883250882,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2022,20.028911779632164,3.5897967128422708,BUF,17.237681363501313,4.913323652613011,5.452265690366416,0,3.3301724538842534
"Toronto, CA (~5579.4 km Total Roadway)",2022,0,0,None,0.22437935561554778,0,0.22437935561554778,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2022,73.01410362583547,13.086371944265599,PBL,37.38164687261818,32.24169187290448,0,3.390764880312814,0
"Toronto, CA (~5579.4 km Total Roadway)",2022,131.33921920752312,23.54002566719058,PL,148.50253014071484,8.051669276899373,25.214980210091085,0,0
"Toronto, CA (~5579.4 km Total Roadway)",2022,0,0,SR,0.9205236883250882,0,0.9205236883250882,0,0
